label,manifestUrl,projectId,size,progress,attribution,thumbnail
捃拾帖 六,https://archdataset.dl.itc.u-tokyo.ac.jp/manifest/c3f81395-eb01-43c2-a7ef-61a87abeb84d.json,summer2022,71,0,東京大学総合図書館 General Library in the University of Tokyo, JAPAN,https://iiif.dl.itc.u-tokyo.ac.jp/repo/files/medium/94c6b31bfbb418ed7e1147f602d1056d35ec8408.jpg
