【右丁】
ゆゑ篤（あつ）くもてなしたる礼（れい）とて吸霞（すゐが）の傳（でん）を　　　　㊁かやうなりしゆゑ
受（うけ）てより今年（ことし）七十八 歳（さい）まで無病（むびやう）にて　　　　　　其（その）格（かく）に習（なら）ふなり
此度（このたび）も馬（うま）駕篭（かご）にものらず江戸（えど）へ来れり　　　　　といへるゆゑ習（なら）ひの
先生（せんせい）も古稀（こき）はえ玉ひしみゆ御 望（のぞみ）ならば　　　　　　　　　　　ごとくなし
伝授（でんじゆ）申べしいさゝかたりとも謝物（しやもつ）　　　　　　　　　　　　　　ければ
など受（うけ）ん心はさらになし此術（このじゆつ）も　　　　　　　　　　　　　　伝授（でんじゆ）は
医療（いれう）に似（に）たることなり医（い）は仁術（じんじゆつ）と　　　　　　　　　　　口（くち）にて
申せばいさゝか仁（しん）を施（ほどこ）すの心なりといふ　　　　　　　　教（をし）へけり
其（その）人物（じんぶつ）篤実（とくじつ）にして謂（いふ）ところも理（ことはり）なれば其 術（じゆつ）も　　　謝物（しやもつ）を受（うけ）ず
効（しるし）あらんとおもひ懇望（こんもう）しければ　　　　　　　　　　　　といへども

【左丁】
さらば明後日（めうごにち）ついでもあれば昼（ひる）の　　　　　　　　　　うちも置（おか）れ
ころ参（まゐ）るべしと約（やく）して帰（かへ）りぬ　　　　　　　　　　　ず旅宿（りよしゆく）を
さてその日に聊（いさゝか）もてなしの　　　　　　　　　　　　　尋（たづ）ねて謝（しや）
まうけなどなして待（まち）けるに　　　　　　　　　　　　　　礼（れい）をなし
はたして来（きた）りふところより一巻（いつくわん）を出して　　　　　　　　さて受（うけ）たる
見よといふゆゑひらきみれば伝授（でんじゆ）を　　　　　　　　　　　吸霞（すゐか）の
妄（みだり）に他言（たごん）すまじといふ神文（しんもん）ありて　　　　　　　　　　　　術（じゆつ）を
傳（でん）をうけたる人〳〵の住所（ぢゆうしよ）姓名（せいめい）をしるして　　　　　　　　行（おこな）ひ
花押（かきはん）あり覚斎（かくさい）いはやくかやうにするはこと〴〵しき　　　　見るに
やうなれどもかの旅僧（たびそう）より傳（でん）をうけたるも㊀　　　元気（げんき）を養（やしな）ふに
