label,manifestUrl,projectId,size,progress,attribution,thumbnail
鶯宿雑記. 巻79-80,https://www.dl.ndl.go.jp/api/iiif/10301218/manifest.json,zisin,117,116,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/10301218/T0000001/full/full/0/default.jpg
地震吉凶之弁,https://www.dl.ndl.go.jp/api/iiif/1301835/manifest.json,zisin,3,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1301835/T0000001/full/full/0/default.jpg
伏見大地震桃山御殿図,https://www.dl.ndl.go.jp/api/iiif/1307545/manifest.json,zisin,3,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1307545/T0000001/full/full/0/default.jpg
安政二卯年十月二日改正大地震出火年代記,https://www.dl.ndl.go.jp/api/iiif/1302054/manifest.json,zisin,1,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1302054/T0000001/full/full/0/default.jpg
（安政二年江戸大地震火事場の図）,https://www.dl.ndl.go.jp/api/iiif/1302058/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1302058/T0000001/full/full/0/default.jpg
(安政二乙卯年神無月二日の夜大地震に津木）,https://www.dl.ndl.go.jp/api/iiif/1302110/manifest.json,zisin,1,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1302110/T0000001/full/full/0/default.jpg
地震鞠うた,https://www.dl.ndl.go.jp/api/iiif/1302040/manifest.json,zisin,1,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1302040/T0000001/full/full/0/default.jpg
地震大花場所一覧図,https://www.dl.ndl.go.jp/api/iiif/1302060/manifest.json,zisin,1,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1302060/T0000001/full/full/0/default.jpg
越後信濃両国地震一条,https://www.dl.ndl.go.jp/api/iiif/2536771/manifest.json,zisin,63,63,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2536771/T0000001/full/full/0/default.jpg
地震二付被災等箇条書,https://www.dheq.org/repo/iiif/3350/manifest,zisin,3,3,佐賀県立図書館,https://www.dheq.org/repo/iiif-img/3409/full/200,200/0/default.jpg
艱難目異志. 上,下,https://www.dl.ndl.go.jp/api/iiif/2533858/manifest.json,zisin,46,46,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2533858/T0000001/full/full/0/default.jpg
地震後野宿の図,https://www.dl.ndl.go.jp/api/iiif/1302121/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1302121/T0000001/full/full/0/default.jpg
某書簡案,https://www.dheq.org/repo/iiif/3359/manifest,zisin,2,2,佐賀県立図書館,https://www.dheq.org/repo/iiif-img/3382/full/200,200/0/default.jpg
俗語之種. [7],https://www.dl.ndl.go.jp/api/iiif/2578792/manifest.json,zisin,33,33,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2578792/T0000001/full/full/0/default.jpg
弘化年未三月二十四日信州大地震,https://kotenseki.nijl.ac.jp/biblio/200018611/manifest,zisin,17,17,国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/200018611/v4/NIAC/MIT-X00122-014/MIT-X00122-014-00001.tif/full/400,/0/default.jpg
〔山元荘兵衛書翰〕,https://www.dheq.org/repo/iiif/3340/manifest,zisin,3,3,佐賀県立図書館,https://www.dheq.org/repo/iiif-img/3373/full/200,200/0/default.jpg
娜二代鉢木 5巻,https://www.dl.ndl.go.jp/api/iiif/10301585/manifest.json,zisin,32,29,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/10301585/T0000001/full/full/0/default.jpg
地震津波/末代噺の種,https://kotenseki.nijl.ac.jp/biblio/200017698/manifest,zisin,21,21,国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/200017698/v4/NIAC/MIT-Y01422-005/MIT-Y01422-005-00001.tif/full/400,/0/default.jpg
俗語之種. [2],https://www.dl.ndl.go.jp/api/iiif/2578787/manifest.json,zisin,26,26,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2578787/T0000001/full/full/0/default.jpg
二日はなし地震亭念魚町々庵炎上,https://www.dl.ndl.go.jp/api/iiif/1304002/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1304002/T0000001/full/full/0/default.jpg
江戸大地震当座見立三人生酔,https://www.dl.ndl.go.jp/api/iiif/1303998/manifest.json,zisin,1,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1303998/T0000001/full/full/0/default.jpg
御江戸大地震大破并出火類焼場等書上之写,https://www.dheq.org/repo/iiif/3356/manifest,zisin,11,11,佐賀県立図書館,https://www.dheq.org/repo/iiif-img/3391/full/200,200/0/default.jpg
地災撮要. 巻3(地震之部)-巻4(噴火之部),https://www.dl.ndl.go.jp/api/iiif/2533590/manifest.json,zisin,111,111,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2533590/T0000001/full/full/0/default.jpg
三橋 17巻. [7] 三橋小破御修復書留　但御奉行御掛リ替地震潰橋番屋　嘉永四亥年より安政二卯年迄　上,https://www.dl.ndl.go.jp/api/iiif/2587865/manifest.json,zisin,112,112,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2587865/T0000001/full/full/0/default.jpg
地災撮要. 巻5-6(地震之部),https://www.dl.ndl.go.jp/api/iiif/2533591/manifest.json,zisin,133,132,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2533591/T0000001/full/full/0/default.jpg
地震けん,https://www.dl.ndl.go.jp/api/iiif/1302134/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1302134/T0000001/full/full/0/default.jpg
〔下村〕七右衛門書状,https://www.dheq.org/repo/iiif/3346/manifest,zisin,6,6,佐賀県立図書館,https://www.dheq.org/repo/iiif-img/3415/full/200,200/0/default.jpg
京都地震,https://www.dl.ndl.go.jp/api/iiif/2533596/manifest.json,zisin,15,15,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2533596/T0000001/full/full/0/default.jpg
地震考,https://kotenseki.nijl.ac.jp/biblio/200018357/manifest,zisin,23,23,国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/200018357/v4/NIAC/MIT-Y01440-004/MIT-Y01440-004-00001.tif/full/400,/0/default.jpg
信州地震之図 : 地理三,https://www.dl.ndl.go.jp/api/iiif/2540788/manifest.json,zisin,3,3,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2540788/T0000001/full/full/0/default.jpg
俗語之種. [5],https://www.dl.ndl.go.jp/api/iiif/2578790/manifest.json,zisin,23,23,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2578790/T0000001/full/full/0/default.jpg
地震冥途ノ図,https://www.dl.ndl.go.jp/api/iiif/1302076/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1302076/T0000001/full/full/0/default.jpg
大地震火事略図,https://www.dl.ndl.go.jp/api/iiif/1302059/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1302059/T0000001/full/full/0/default.jpg
増田忠八郎書状,https://www.dheq.org/repo/iiif/3347/manifest,zisin,5,5,佐賀県立図書館,https://www.dheq.org/repo/iiif-img/3421/full/200,200/0/default.jpg
地災撮要. 巻10(地震之部) 上,下,https://www.dl.ndl.go.jp/api/iiif/2533593/manifest.json,zisin,94,94,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2533593/T0000001/full/full/0/default.jpg
地震雷過事親父,https://www.dl.ndl.go.jp/api/iiif/1304012/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1304012/T0000001/full/full/0/default.jpg
生捕ました三度の大地震,https://www.dl.ndl.go.jp/api/iiif/1303369/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1303369/T0000001/full/full/0/default.jpg
江戸大地震新焼場附,https://www.dl.ndl.go.jp/api/iiif/1302052/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1302052/T0000001/full/full/0/default.jpg
生捕ました三度の大地震,https://www.dl.ndl.go.jp/api/iiif/1302128/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1302128/T0000001/full/full/0/default.jpg
地震災書留 2巻. [2] 内表紙に「地震一件　安政二卯年十月」とあり,https://www.dl.ndl.go.jp/api/iiif/2587881/manifest.json,zisin,130,130,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2587881/T0000001/full/full/0/default.jpg
地震よけの歌,https://www.dl.ndl.go.jp/api/iiif/1302141/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1302141/T0000001/full/full/0/default.jpg
俗語之種. [4],https://www.dl.ndl.go.jp/api/iiif/2578789/manifest.json,zisin,29,29,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2578789/T0000001/full/full/0/default.jpg
鶯宿雑記. 巻199-200,https://www.dl.ndl.go.jp/api/iiif/10301031/manifest.json,zisin,114,108,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/10301031/T0000001/full/full/0/default.jpg
大地震,https://www.dl.ndl.go.jp/api/iiif/2539136/manifest.json,zisin,16,16,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2539136/T0000001/full/full/0/default.jpg
（地震鯰の取調べ）,https://www.dl.ndl.go.jp/api/iiif/1303386/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1303386/T0000001/full/full/0/default.jpg
（見たて大地震角力取くみ）,https://www.dl.ndl.go.jp/api/iiif/1303399/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1303399/T0000001/full/full/0/default.jpg
大石又蔵書状,https://www.dheq.org/repo/iiif/3345/manifest,zisin,3,3,佐賀県立図書館,https://www.dheq.org/repo/iiif-img/3412/full/200,200/0/default.jpg
安政二年十月二日地震出火後日角力,https://www.dl.ndl.go.jp/api/iiif/1302116/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1302116/T0000001/full/full/0/default.jpg
地震年代記,https://kotenseki.nijl.ac.jp/biblio/200017703/manifest,zisin,29,29,国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/200017703/v4/NIAC/MIT-Y01422-007/MIT-Y01422-007-00001.tif/full/400,/0/default.jpg
口達写,https://www.dheq.org/repo/iiif/3361/manifest,zisin,2,2,佐賀県立図書館,https://www.dheq.org/repo/iiif-img/3378/full/200,200/0/default.jpg
（地震に焼け出される図）,https://www.dl.ndl.go.jp/api/iiif/1302066/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1302066/T0000001/full/full/0/default.jpg
安政二年十月二日地震出火後日角力,https://www.dl.ndl.go.jp/api/iiif/1302049/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1302049/T0000001/full/full/0/default.jpg
十月二日夜怪我人名書,https://www.dheq.org/repo/iiif/3355/manifest,zisin,4,4,佐賀県立図書館,https://www.dheq.org/repo/iiif-img/3442/full/200,200/0/default.jpg
江戸より奥州津輕迄道筋之圖,https://www.dl.ndl.go.jp/api/iiif/2540729/manifest.json,zisin,69,69,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2540729/T0000001/full/full/0/default.jpg
吉原地震焼亡之図,https://www.dl.ndl.go.jp/api/iiif/1301828/manifest.json,zisin,2,2,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1301828/T0000001/full/full/0/default.jpg
十月二日夜四時比大地震二而諸屋敷倒家焼失荒増,https://www.dheq.org/repo/iiif/3351/manifest,zisin,3,3,佐賀県立図書館,https://www.dheq.org/repo/iiif-img/3446/full/200,200/0/default.jpg
関東大地震末代鑑,https://www.dl.ndl.go.jp/api/iiif/1302050/manifest.json,zisin,1,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1302050/T0000001/full/full/0/default.jpg
地震用心の歌,https://www.dl.ndl.go.jp/api/iiif/1302048/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1302048/T0000001/full/full/0/default.jpg
地災撮要. 巻7-9(地震之部),https://www.dl.ndl.go.jp/api/iiif/2533592/manifest.json,zisin,134,131,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2533592/T0000001/full/full/0/default.jpg
某書状,https://www.dheq.org/repo/iiif/3360/manifest,zisin,3,3,佐賀県立図書館,https://www.dheq.org/repo/iiif-img/3384/full/200,200/0/default.jpg
朝暾集. [6],https://www.dl.ndl.go.jp/api/iiif/2577896/manifest.json,zisin,49,49,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2577896/T0000001/full/full/0/default.jpg
地震津波/末代噺の種,https://kotenseki.nijl.ac.jp/biblio/200017702/manifest,zisin,23,23,国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/200017702/v4/NIAC/MIT-Y01422-006/MIT-Y01422-006-00001.tif/full/400,/0/default.jpg
地震太平記,https://www.dl.ndl.go.jp/api/iiif/1304000/manifest.json,zisin,1,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1304000/T0000001/full/full/0/default.jpg
七十冊物類集 71巻. [44] 四十三 牢屋敷御普請御修覆地震ニ付骨折候牢屋掛御褒美之部,https://www.dl.ndl.go.jp/api/iiif/2548604/manifest.json,zisin,179,179,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2548604/T0000001/full/full/0/default.jpg
某書状,https://www.dheq.org/repo/iiif/3344/manifest,zisin,2,2,佐賀県立図書館,https://www.dheq.org/repo/iiif-img/3407/full/200,200/0/default.jpg
禁裏御所御用日記. [131],https://www.dl.ndl.go.jp/api/iiif/2592762/manifest.json,zisin,108,101,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2592762/T0000001/full/full/0/default.jpg
大潮記,https://kotenseki.nijl.ac.jp/biblio/200010250/manifest,zisin,3,3,国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/200010250/v4/NIKI/085-0001/085-0001-00012.tif/full/400,/0/default.jpg
〔下村〕七右衛門書状,https://www.dheq.org/repo/iiif/3343/manifest,zisin,4,4,佐賀県立図書館,https://www.dheq.org/repo/iiif-img/3387/full/200,200/0/default.jpg
鶯宿雑記. 巻263-264,https://www.dl.ndl.go.jp/api/iiif/10301557/manifest.json,zisin,111,100,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/10301557/T0000001/full/full/0/default.jpg
信濃國六郡大地震滿水之圖,https://www.dl.ndl.go.jp/api/iiif/2543150/manifest.json,zisin,22,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2543150/T0000001/full/full/0/default.jpg
地震のすちゃらか,https://www.dl.ndl.go.jp/api/iiif/1302039/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1302039/T0000001/full/full/0/default.jpg
俗語之種. [6],https://www.dl.ndl.go.jp/api/iiif/2578791/manifest.json,zisin,39,39,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2578791/T0000001/full/full/0/default.jpg
麗斎叢書. 20,https://www.dl.ndl.go.jp/api/iiif/2560611/manifest.json,zisin,104,104,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2560611/T0000001/full/full/0/default.jpg
見たて大地震角力取くみ,https://www.dl.ndl.go.jp/api/iiif/1303398/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1303398/T0000001/full/full/0/default.jpg
出雲紀行. 20,https://www.dl.ndl.go.jp/api/iiif/2538210/manifest.json,zisin,20,20,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2538210/T0000001/full/full/0/default.jpg
三橋 17巻. [8] 三橋小破御修復書留　但御奉行御掛リ替地震潰橋番屋　嘉永四亥年より安政二卯年迄　下,https://www.dl.ndl.go.jp/api/iiif/2587866/manifest.json,zisin,98,98,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2587866/T0000001/full/full/0/default.jpg
地震二付御内覧書,https://www.dheq.org/repo/iiif/3349/manifest,zisin,5,5,佐賀県立図書館,https://www.dheq.org/repo/iiif-img/3402/full/200,200/0/default.jpg
十月二日夜四時比大地震二而諸屋敷焼失并破損所荒増,https://www.dheq.org/repo/iiif/3352/manifest,zisin,5,5,佐賀県立図書館,https://www.dheq.org/repo/iiif-img/3455/full/200,200/0/default.jpg
安政大地震繪,https://www.dl.ndl.go.jp/api/iiif/2533240/manifest.json,zisin,35,26,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2533240/T0000001/full/full/0/default.jpg
（見たて大地震角力取くみ）,https://www.dl.ndl.go.jp/api/iiif/1303400/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1303400/T0000001/full/full/0/default.jpg
地震のすちやらか,https://www.dl.ndl.go.jp/api/iiif/1302138/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1302138/T0000001/full/full/0/default.jpg
〔新聞切抜〕,https://www.dheq.org/repo/iiif/3341/manifest,zisin,1,1,佐賀県立図書館,https://www.dheq.org/repo/iiif-img/3453/full/200,200/0/default.jpg
火水風災雑輯. [2],https://www.dl.ndl.go.jp/api/iiif/2592141/manifest.json,zisin,96,62,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2592141/T0000001/full/full/0/default.jpg
十月二日夜四時比大地震二而諸屋敷焼失并破損所荒増,https://www.dheq.org/repo/iiif/3353/manifest,zisin,6,6,佐賀県立図書館,https://www.dheq.org/repo/iiif-img/3460/full/200,200/0/default.jpg
安政二年十月二日夜大地震鯰問答,https://www.dl.ndl.go.jp/api/iiif/1304010/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1304010/T0000001/full/full/0/default.jpg
三十三間堂. [2],https://www.dl.ndl.go.jp/api/iiif/2548111/manifest.json,zisin,86,86,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2548111/T0000001/full/full/0/default.jpg
国芳国貞錦絵,https://www.dl.ndl.go.jp/api/iiif/2542566/manifest.json,zisin,68,34,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2542566/T0000001/full/full/0/default.jpg
俗語之種. [1],https://www.dl.ndl.go.jp/api/iiif/2578786/manifest.json,zisin,32,32,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2578786/T0000001/full/full/0/default.jpg
御江戸関八州大地震出火巨細記,https://www.dl.ndl.go.jp/api/iiif/1301832/manifest.json,zisin,3,3,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1301832/T0000001/full/full/0/default.jpg
地震災書留 2巻. [1] 内表紙に「地震災書留　安政二卯年　但本所深川御用屋敷地代免除調」とあり,https://www.dl.ndl.go.jp/api/iiif/2587880/manifest.json,zisin,171,171,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2587880/T0000001/full/full/0/default.jpg
地震方々人迯状之事,https://www.dl.ndl.go.jp/api/iiif/1302068/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1302068/T0000001/full/full/0/default.jpg
地震津波/末代噺の種,https://kotenseki.nijl.ac.jp/biblio/200016825/manifest,zisin,22,22,国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/200016825/v4/NIIP/YA3-0161/YA3-0161-00001.tif/full/400,/0/default.jpg
地震吉凶之弁,https://www.dl.ndl.go.jp/api/iiif/1301833/manifest.json,zisin,3,2,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1301833/T0000001/full/full/0/default.jpg
地震けん,https://www.dl.ndl.go.jp/api/iiif/1302033/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1302033/T0000001/full/full/0/default.jpg
地震鞠うた,https://www.dl.ndl.go.jp/api/iiif/1302139/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1302139/T0000001/full/full/0/default.jpg
信州大地震之記,https://www.dl.ndl.go.jp/api/iiif/2537364/manifest.json,zisin,74,74,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2537364/T0000001/full/full/0/default.jpg
夘十月二日夜四時比大地震二而死亡人名書,https://www.dheq.org/repo/iiif/3354/manifest,zisin,4,4,佐賀県立図書館,https://www.dheq.org/repo/iiif-img/3449/full/200,200/0/default.jpg
地震方々人迯状之事,https://www.dl.ndl.go.jp/api/iiif/1304008/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1304008/T0000001/full/full/0/default.jpg
地災撮要. 巻1(噴火山・地震ノ部),https://www.dl.ndl.go.jp/api/iiif/2533588/manifest.json,zisin,82,77,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2533588/T0000001/full/full/0/default.jpg
三十三間堂. [1],https://www.dl.ndl.go.jp/api/iiif/2548110/manifest.json,zisin,95,95,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2548110/T0000001/full/full/0/default.jpg
地震一口はなし,https://www.dl.ndl.go.jp/api/iiif/1304004/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1304004/T0000001/full/full/0/default.jpg
二日はなし地震亭念魚町々庵炎上,https://www.dl.ndl.go.jp/api/iiif/1302114/manifest.json,zisin,1,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/1302114/T0000001/full/full/0/default.jpg
輪池叢書. 12,https://www.dl.ndl.go.jp/api/iiif/2533174/manifest.json,zisin,75,75,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2533174/T0000001/full/full/0/default.jpg
