label,manifestUrl,projectId,size,progress,attribution,thumbnail
村名・連語,https://honkoku.org/manifests/fukui/011-351101.json,dafukui,55,5,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0280000/X0280010/2958023_2014010100002800010.jpx/full/200,/0/default.jpg
天災之部・御普請之部・屋敷之部,https://honkoku.org/manifests/fukui/011-321400.json,dafukui,91,91,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/321400/3235662/3235662_0000001.jpx/full/200,/0/default.jpg
少傅日録抄（斉承付側向頭取日記、在国）,https://honkoku.org/manifests/fukui/011-321444.json,dafukui,175,175,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0290000/X0290001/3005269_2014010100002900001.jpx/full/200,/0/default.jpg
漂客談奇（備考雑録写8）,https://honkoku.org/manifests/fukui/011-320877.json,dafukui,40,40,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0280000/X0280005/2900348_2014010100002800005.jpx/full/200,/0/default.jpg
御咎之部并赦,https://honkoku.org/manifests/fukui/011-321393.json,dafukui,115,112,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0290000/X0290001/3001964_2014010100002900001.jpx/full/200,/0/default.jpg
小学読本 初等科 巻一,https://honkoku.org/manifests/fukui/011-558621.json,dafukui,32,32,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0280000/X0280013/2989051_2014010100002800013.jpx/full/200,/0/default.jpg
商売往来（往来物、手習、市之助・市兵衛の名もあり）,https://honkoku.org/manifests/fukui/011-506512.json,dafukui,18,18,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0220000/X0220005/2609856_2014010100002200005.jpx/full/200,/0/default.jpg
証文御手本（手習）,https://honkoku.org/manifests/fukui/011-506507.json,dafukui,7,7,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0220000/X0220005/2609775_2014010100002200005.jpx/full/200,/0/default.jpg
邑名手本（手習）,https://honkoku.org/manifests/fukui/011-506509.json,dafukui,10,10,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0220000/X0220005/2609800_2014010100002200005.jpx/full/200,/0/default.jpg
借用申銀子之事,https://honkoku.org/manifests/fukui/011-505834.json,dafukui,1,1,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0220000/X0220005/2605055_2014010100002200005.jpx/full/200,/0/default.jpg
漁具図 若狭海ノ部[画像あり],https://honkoku.org/manifests/fukui/021-1014443.json,dafukui,187,103,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/arch_img/03114001/3114054_2014092015045700332.jpx/full/200,/0/default.jpg
商売往来（往来物、手習手本）,https://honkoku.org/manifests/fukui/011-506517.json,dafukui,34,34,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0220000/X0220006/2610003_2014010100002200006.jpx/full/200,/0/default.jpg
越前国西方内志津庄内本折村御検地帳,https://honkoku.org/manifests/fukui/011-367126.json,dafukui,41,41,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0290000/X0290004/3034197_2014010100002900004.jpx/full/200,/0/default.jpg
文章手本（手習）,https://honkoku.org/manifests/fukui/011-506521.json,dafukui,8,8,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0220000/X0220006/2610106_2014010100002200006.jpx/full/200,/0/default.jpg
三都并道中之部,https://honkoku.org/manifests/fukui/011-321394.json,dafukui,121,41,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0290000/X0290001/3002080_2014010100002900001.jpx/full/200,/0/default.jpg
越州大野郡ノ内不動堂村御検地帳,https://honkoku.org/manifests/fukui/011-429122.json,dafukui,48,48,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0060000/X0060002/1363509_2014010100000600002.jpx/full/200,/0/default.jpg
越前国大野郡今井村御検地帳,https://honkoku.org/manifests/fukui/011-424699.json,dafukui,41,41,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0060000/X0060007/1411650_2014010100000600007.jpx/full/200,/0/default.jpg
温古集 四巻,https://honkoku.org/manifests/fukui/011-321385.json,dafukui,113,113,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0290000/X0290001/3007847_2014010100002900001.jpx/full/200,/0/default.jpg
御門御櫓之部,https://honkoku.org/manifests/fukui/011-321391.json,dafukui,100,98,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0290000/X0290001/3001732_2014010100002900001.jpx/full/200,/0/default.jpg
宝永弐酉五月火之用心護摩之灰御改帳証文,https://honkoku.org/manifests/fukui/011-350272.json,dafukui,15,10,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0010000/X0010019/184549_2014010100000100019.jpx/full/200,/0/default.jpg
白山道中名所筆記（旅日記）,https://honkoku.org/manifests/fukui/011-354948.json,dafukui,13,2,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0290000/X0290004/3030977_2014010100002900004.jpx/full/200,/0/default.jpg
温古集 五巻,https://honkoku.org/manifests/fukui/011-321386.json,dafukui,111,18,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0290000/X0290001/3007961_2014010100002900001.jpx/full/200,/0/default.jpg
温古集 一巻,https://honkoku.org/manifests/fukui/011-321382.json,dafukui,100,100,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0290000/X0290001/3007476_2014010100002900001.jpx/full/200,/0/default.jpg
御手本（手習）,https://honkoku.org/manifests/fukui/011-506520.json,dafukui,15,15,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0220000/X0220006/2610091_2014010100002200006.jpx/full/200,/0/default.jpg
商売往来（往来物、手習）,https://honkoku.org/manifests/fukui/011-506511.json,dafukui,30,30,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0220000/X0220005/2609826_2014010100002200005.jpx/full/200,/0/default.jpg
御手本（手習、消息文、和漢朗詠集・論語の一節）,https://honkoku.org/manifests/fukui/011-506516.json,dafukui,34,34,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0220000/X0220005/2609969_2014010100002200005.jpx/full/200,/0/default.jpg
大成用文章（往来物）,https://honkoku.org/manifests/fukui/011-340668.json,dafukui,96,48,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0230000/X0230003/2644337_2014010100002300003.jpx/full/200,/0/default.jpg
越前国中墨郡安沢村水帳（太閤検地帳）,https://honkoku.org/manifests/fukui/011-1046491.json,dafukui,62,25,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/arch_img/03237001/3237403_2017081711120500285.jpx/full/200,/0/default.jpg
（越前往来、福井市立郷土歴史博物館蔵の異本、前欠、後欠）,https://honkoku.org/manifests/fukui/011-1015468.json,dafukui,48,48,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/arch_img/03176501/3176759_2015060316535400845.jpx/full/200,/0/default.jpg
御手本（手習、小川浦大網に鯨掛り生捕候由ニ付）,https://honkoku.org/manifests/fukui/011-506508.json,dafukui,18,18,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0220000/X0220005/2609782_2014010100002200005.jpx/full/200,/0/default.jpg
御国他国諸事之部,https://honkoku.org/manifests/fukui/011-321390.json,dafukui,102,98,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0290000/X0290001/3001629_2014010100002900001.jpx/full/200,/0/default.jpg
（献立覚）,https://honkoku.org/manifests/fukui/011-1040964.json,dafukui,12,3,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/arch_img/03232001/3232060_2017030815214700537.jpx/full/200,/0/default.jpg
（日記）,https://honkoku.org/manifests/fukui/011-1070971.json,dafukui,441,224,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/1070971/3166385/3166385_0000001.jpx/full/200,/0/default.jpg
慶長三年七月越前国丹生郡玉川浦御検地帳写,https://honkoku.org/manifests/fukui/011-371840.json,dafukui,18,0,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0280000/X0280010/2959380_2014010100002800010.jpx/full/200,/0/default.jpg
御城下諸事之部,https://honkoku.org/manifests/fukui/011-321389.json,dafukui,98,21,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0290000/X0290001/3001530_2014010100002900001.jpx/full/200,/0/default.jpg
村尽（合谷・南居・三尾野等村々、敦賀県・足羽県等、受取等例文…,https://honkoku.org/manifests/fukui/011-2781159.json,dafukui,20,17,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/2781159/3267814/3267814_0000001.jpx/full/200,/0/default.jpg
少傅日録抄（斉善付側向頭取日記、在府）,https://honkoku.org/manifests/fukui/011-321446.json,dafukui,126,126,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0290000/X0290001/3005600_2014010100002900001.jpx/full/200,/0/default.jpg
養子縁組之部,https://honkoku.org/manifests/fukui/011-321398.json,dafukui,89,4,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0290000/X0290001/3002480_2014010100002900001.jpx/full/200,/0/default.jpg
温古集 三巻,https://honkoku.org/manifests/fukui/011-321384.json,dafukui,110,110,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0290000/X0290001/3007734_2014010100002900001.jpx/full/200,/0/default.jpg
村名（大野村尽、手習手本、「中屋可能」）,https://honkoku.org/manifests/fukui/011-434514.json,dafukui,27,5,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0280000/X0280013/2980025_2014010100002800013.jpx/full/200,/0/default.jpg
松五郎参宮はなむけ并留守見舞,https://honkoku.org/manifests/fukui/011-1046754.json,dafukui,8,8,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/arch_img/03239501/3239888_2017081713553100117.jpx/full/200,/0/default.jpg
御手本（手習）,https://honkoku.org/manifests/fukui/011-506519.json,dafukui,20,20,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0220000/X0220006/2610071_2014010100002200006.jpx/full/200,/0/default.jpg
諸願達之部,https://honkoku.org/manifests/fukui/011-321397.json,dafukui,123,9,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0290000/X0290001/3002356_2014010100002900001.jpx/full/200,/0/default.jpg
少傅日録抄（斉善付側向頭取日記、江戸并道中、初入在国、逝去後…,https://honkoku.org/manifests/fukui/011-321447.json,dafukui,99,99,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0290000/X0290001/3005726_2014010100002900001.jpx/full/200,/0/default.jpg
（全国郡代・代官所諸役人名列）,https://honkoku.org/manifests/fukui/011-2528023.json,dafukui,37,0,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/2528023/3190215/3190215_0000001.jpx/full/200,/0/default.jpg
御手本（手習、預リ申銀子之事、売渡申家屋敷事ほか）,https://honkoku.org/manifests/fukui/011-506513.json,dafukui,23,23,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0220000/X0220005/2609874_2014010100002200005.jpx/full/200,/0/default.jpg
世話千字文（手習手本）,https://honkoku.org/manifests/fukui/011-506522.json,dafukui,31,31,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0220000/X0220006/2610114_2014010100002200006.jpx/full/200,/0/default.jpg
少傅日録抄（斉承付側向頭取日記、在府）,https://honkoku.org/manifests/fukui/011-321443.json,dafukui,97,97,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0290000/X0290001/3005172_2014010100002900001.jpx/full/200,/0/default.jpg
蒐輯之部,https://honkoku.org/manifests/fukui/011-321396.json,dafukui,80,2,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0290000/X0290001/3002275_2014010100002900001.jpx/full/200,/0/default.jpg
御手本（手習、家号之事、小浜商家の屋号）,https://honkoku.org/manifests/fukui/011-506514.json,dafukui,38,38,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0220000/X0220005/2609897_2014010100002200005.jpx/full/200,/0/default.jpg
御手本（手習、いろは・数字、「名頭之事」「親戚字尽」「相庭之…,https://honkoku.org/manifests/fukui/011-506515.json,dafukui,34,34,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0220000/X0220005/2609935_2014010100002200005.jpx/full/200,/0/default.jpg
御停止異変死失,https://honkoku.org/manifests/fukui/011-321392.json,dafukui,130,1,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0290000/X0290001/3001833_2014010100002900001.jpx/full/200,/0/default.jpg
惣太郎出生（右祝）,https://honkoku.org/manifests/fukui/011-340269.json,dafukui,1,1,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0230000/X0230003/2640970_2014010100002300003.jpx/full/200,/0/default.jpg
少傅日録抄（斉承付側向頭取日記、在府）,https://honkoku.org/manifests/fukui/011-321445.json,dafukui,156,156,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0290000/X0290001/3005444_2014010100002900001.jpx/full/200,/0/default.jpg
若州三方郡之内世久見浦御検地帳（世久見浦検地帳写）,https://honkoku.org/manifests/fukui/011-505787.json,dafukui,52,52,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0220000/X0220005/2604669_2014010100002200005.jpx/full/200,/0/default.jpg
商売往来（往来物、手習）,https://honkoku.org/manifests/fukui/011-506506.json,dafukui,35,35,福井県文書館 Fukui Prefectural Archives,https://www.library-archives.pref.fukui.lg.jp/archive/ics/viewer/iipsrv.fcgi?IIIF=/ikou/X0220000/X0220005/2609740_2014010100002200005.jpx/full/200,/0/default.jpg
