label,manifestUrl,projectId,size,progress,attribution,thumbnail
巻6 無題（日記帳）,http://honkoku.org/manifests/daikoji/vol_06.json,ibarakiuniv,97,97,茨城大学図書館 Ibaraki University Library,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/daikoji%2Fvol_06%2F0001.tif/full/200,/0/default.jpg
巻3 無題（日記帳）,http://honkoku.org/manifests/daikoji/vol_03.json,ibarakiuniv,98,98,茨城大学図書館 Ibaraki University Library,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/daikoji%2Fvol_03%2F0001.tif/full/200,/0/default.jpg
巻5 無題（日記帳）,http://honkoku.org/manifests/daikoji/vol_05.json,ibarakiuniv,102,102,茨城大学図書館 Ibaraki University Library,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/daikoji%2Fvol_05%2F0001.tif/full/200,/0/default.jpg
巻4 無題（日記帳）,http://honkoku.org/manifests/daikoji/vol_04.json,ibarakiuniv,102,102,茨城大学図書館 Ibaraki University Library,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/daikoji%2Fvol_04%2F0001.tif/full/200,/0/default.jpg
巻14 無題（日記帳）,http://honkoku.org/manifests/daikoji/vol_14.json,ibarakiuniv,109,109,茨城大学図書館 Ibaraki University Library,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/daikoji%2Fvol_14%2F0001.tif/full/200,/0/default.jpg
巻11 文久甲子年　日記帳,http://honkoku.org/manifests/daikoji/vol_11.json,ibarakiuniv,178,178,茨城大学図書館 Ibaraki University Library,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/daikoji%2Fvol_11%2F0001.tif/full/200,/0/default.jpg
巻12 元治日記,http://honkoku.org/manifests/daikoji/vol_12.json,ibarakiuniv,50,50,茨城大学図書館 Ibaraki University Library,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/daikoji%2Fvol_12%2F0001.tif/full/200,/0/default.jpg
巻2 無題（日記帳）,http://honkoku.org/manifests/daikoji/vol_02.json,ibarakiuniv,113,113,茨城大学図書館 Ibaraki University Library,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/daikoji%2Fvol_02%2F0001.tif/full/200,/0/default.jpg
巻1 無題（日記帳）,http://honkoku.org/manifests/daikoji/vol_01.json,ibarakiuniv,168,168,茨城大学図書館 Ibaraki University Library,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/daikoji%2Fvol_01%2F0001.tif/full/200,/0/default.jpg
巻13 元治二年乙丑年　日記帳,http://honkoku.org/manifests/daikoji/vol_13.json,ibarakiuniv,133,133,茨城大学図書館 Ibaraki University Library,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/daikoji%2Fvol_13%2F0001.tif/full/200,/0/default.jpg
巻15 慶應四年戊辰　明治元年日記帳,http://honkoku.org/manifests/daikoji/vol_15.json,ibarakiuniv,121,121,茨城大学図書館 Ibaraki University Library,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/daikoji%2Fvol_15%2F0001.tif/full/200,/0/default.jpg
巻9 文久二壬戌年　日記帳,http://honkoku.org/manifests/daikoji/vol_09.json,ibarakiuniv,108,108,茨城大学図書館 Ibaraki University Library,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/daikoji%2Fvol_09%2F0001.tif/full/200,/0/default.jpg
巻8 万延辛酉年　日記帳,http://honkoku.org/manifests/daikoji/vol_08.json,ibarakiuniv,110,110,茨城大学図書館 Ibaraki University Library,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/daikoji%2Fvol_08%2F0001.tif/full/200,/0/default.jpg
巻7 無題（日記帳）,http://honkoku.org/manifests/daikoji/vol_07.json,ibarakiuniv,106,106,茨城大学図書館 Ibaraki University Library,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/daikoji%2Fvol_07%2F0001.tif/full/200,/0/default.jpg
巻10 文久三みずのと亥年日記帳,http://honkoku.org/manifests/daikoji/vol_10.json,ibarakiuniv,114,114,茨城大学図書館 Ibaraki University Library,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/daikoji%2Fvol_10%2F0001.tif/full/200,/0/default.jpg
