label,manifestUrl,projectId,size,progress,attribution,thumbnail
下等小学日本地誌略図問答 巻上 畿内東海道之部,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw48601/manifest.json,ryukyu,22,15,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW486(1)%2FHW486(1)_001.tif/full/400,/0/default.jpg
琉球入貢紀略,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw46032/manifest.json,ryukyu,34,33,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW460-c2%2FHW460-c2_001.tif/full/400,/0/default.jpg
製糖取締旧慣内法,https://shimuchi.lib.u-ryukyu.ac.jp/collection/nakahara/na01601/manifest.json,ryukyu,11,11,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/NA016_01%2FNA016_01_001.tif/full/400,/0/default.jpg
琉球談,https://shimuchi.lib.u-ryukyu.ac.jp/collection/nakahara/na12901/manifest.json,ryukyu,57,57,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/NA129_01%2FNA129_01_001.tif/full/400,/0/default.jpg
大日本籌海図誌 全,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw48501/manifest.json,ryukyu,13,0,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW485(1)%2FHW485(1)_001.tif/full/400,/0/default.jpg
琉球談,https://shimuchi.lib.u-ryukyu.ac.jp/collection/nakahara/na13001/manifest.json,ryukyu,58,18,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/NA130_01%2FNA130_01_001.tif/full/400,/0/default.jpg
琉球,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw481/manifest.json,ryukyu,15,6,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW481%2FHW481_001.tif/full/400,/0/default.jpg
琉球人参府記,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw445/manifest.json,ryukyu,55,4,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW445%2FHW445_001.tif/full/400,/0/default.jpg
琉球人行列附 天保三癸辰年,https://shimuchi.lib.u-ryukyu.ac.jp/collection/nakahara/na09101/manifest.json,ryukyu,10,10,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/NA091_01%2FNA091_01_001.tif/full/400,/0/default.jpg
琉球産物於長崎拂立並本手品利潤総帖 弘化四年より酉年迄,https://shimuchi.lib.u-ryukyu.ac.jp/collection/nakahara/na05201/manifest.json,ryukyu,35,35,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/NA052_01%2FNA052_01_001.tif/full/400,/0/default.jpg
中山伝信録 巻二,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw78202/manifest.json,ryukyu,57,57,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW782(2)%2FHW782(2)_001.tif/full/400,/0/default.jpg
琉球来朝記 自八至十四終,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw44702/manifest.json,ryukyu,102,102,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW447(2)%2FHW447(2)_001.tif/full/400,/0/default.jpg
中山伝信録 巻二,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw78502/manifest.json,ryukyu,54,0,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW785(2)%2FHW785(2)_001.tif/full/400,/0/default.jpg
琉球人来朝記 一、二,https://shimuchi.lib.u-ryukyu.ac.jp/collection/nakahara/na09701/manifest.json,ryukyu,24,24,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/NA097_01%2FNA097_01_001.tif/full/400,/0/default.jpg
下等小学日本地誌略図問答 巻之二 東山道北陸道之部,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw48603/manifest.json,ryukyu,19,0,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW486(3)%2FHW486(3)_001.tif/full/400,/0/default.jpg
下等小学日本地誌略図問答 巻之四 北海道琉球之部,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw48607/manifest.json,ryukyu,22,0,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW486(7)%2FHW486(7)_001.tif/full/400,/0/default.jpg
琉球人来朝記 三,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw44602/manifest.json,ryukyu,24,24,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW446(2)%2FHW446(2)_001.tif/full/400,/0/default.jpg
島津家宛花押印状(一) 中山王尚育,https://shimuchi.lib.u-ryukyu.ac.jp/collection/other/ot03701/manifest.json,ryukyu,1,1,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/OT037_01%2FOT037_01_001.tif/full/400,/0/default.jpg
天保三年来朝 琉球人行列記,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw452/manifest.json,ryukyu,8,8,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW452%2FHW452_001.tif/full/400,/0/default.jpg
琉球奇譚,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw46432/manifest.json,ryukyu,32,32,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW464-c2%2FHW464-c2_001.tif/full/400,/0/default.jpg
琉球聘使畧,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw454/manifest.json,ryukyu,53,1,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW454%2FHW454_001.tif/full/400,/0/default.jpg
琉球人来朝之記,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw444/manifest.json,ryukyu,66,66,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW444%2FHW444_001.tif/full/400,/0/default.jpg
大日本接壊(壌)三国之全図,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw472/manifest.json,ryukyu,3,0,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW472%2FHW472_001.tif/full/400,/0/default.jpg
南島紀事 上,https://shimuchi.lib.u-ryukyu.ac.jp/collection/nakahara/na10801/manifest.json,ryukyu,62,23,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/NA108_01%2FNA108_01_001.tif/full/400,/0/default.jpg
琉球国聘使記,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw463/manifest.json,ryukyu,16,1,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW463%2FHW463_001.tif/full/400,/0/default.jpg
内国地図 東山道之部、北陸道之部 享,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw48402/manifest.json,ryukyu,32,0,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW484(2)%2FHW484(2)_001.tif/full/400,/0/default.jpg
琉球往来（上）,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw49401/manifest.json,ryukyu,49,11,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW494(1)%2FHW494(1)_001.tif/full/400,/0/default.jpg
薩州分国演説記,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw492/manifest.json,ryukyu,46,2,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW492%2FHW492_001.tif/full/400,/0/default.jpg
中山伝信録 巻四,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw78404/manifest.json,ryukyu,33,0,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW784(4)%2FHW784(4)_001.tif/full/400,/0/default.jpg
島津家宛花押印状(三) 與那原親方 良綱,https://shimuchi.lib.u-ryukyu.ac.jp/collection/other/ot03703/manifest.json,ryukyu,1,1,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/OT037_03%2FOT037_03_001.tif/full/400,/0/default.jpg
宝永七年 琉球人来聘,https://shimuchi.lib.u-ryukyu.ac.jp/collection/nakahara/na10101/manifest.json,ryukyu,59,9,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/NA101_01%2FNA101_01_001.tif/full/400,/0/default.jpg
琉球聘使記,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw457/manifest.json,ryukyu,16,0,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW457%2FHW457_001.tif/full/400,/0/default.jpg
下等小学日本地誌略図問答 〔巻之三 諳射日本地図 山陰山陽南海西海道之部〕,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw48606/manifest.json,ryukyu,21,0,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW486(6)%2FHW486(6)_001.tif/full/400,/0/default.jpg
琉球人大行列記,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw451/manifest.json,ryukyu,26,1,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW451%2FHW451_001.tif/full/400,/0/default.jpg
琉球奇譚,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw46431/manifest.json,ryukyu,29,29,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW464-c1%2FHW464-c1_001.tif/full/400,/0/default.jpg
琉球新誌 巻下,https://shimuchi.lib.u-ryukyu.ac.jp/collection/nakahara/na13201/manifest.json,ryukyu,34,34,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/NA132_01%2FNA132_01_001.tif/full/400,/0/default.jpg
中山伝信録物産考 地,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw6661/manifest.json,ryukyu,53,53,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW666-1%2FHW666-1_001.tif/full/400,/0/default.jpg
内国地図 西海道之部、琉球之部、北海道之部 貞,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw48404/manifest.json,ryukyu,32,0,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW484(4)%2FHW484(4)_001.tif/full/400,/0/default.jpg
琉球王府花押印状 国吉親方・小禄親方 二月十五日,https://shimuchi.lib.u-ryukyu.ac.jp/collection/other/ot04101/manifest.json,ryukyu,1,1,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/OT041_01%2FOT041_01_001.tif/full/400,/0/default.jpg
琉球入貢紀略,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw46031/manifest.json,ryukyu,36,36,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW460-c1%2FHW460-c1_001.tif/full/400,/0/default.jpg
払夷示琉球書四通並琉人答書,https://shimuchi.lib.u-ryukyu.ac.jp/collection/sakamaki/hw502/manifest.json,ryukyu,20,0,University of the Ryukyus Library,https://shimuchi.lib.u-ryukyu.ac.jp/iiif/2/HW502%2FHW502_001.tif/full/400,/0/default.jpg
