label,manifestUrl,projectId,size,progress,attribution,thumbnail
諸国名産大根料理秘伝抄,https://kotenseki.nijl.ac.jp/biblio/100249502/manifest,cooking,57,8,味の素食の文化センター 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100249502/v4/AJNM/AJNM-00104/AJNM-00104-00001.tif/full/400,/0/default.jpg
勇魚取絵詞,https://kotenseki.nijl.ac.jp/biblio/100271492/manifest,cooking,75,75,東京海洋大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100271492/v4/TKYL/TKYL-00037/TKYL-00037-00000.tif/full/400,/0/default.jpg
料理早指南,https://kotenseki.nijl.ac.jp/biblio/100301971/manifest,cooking,40,0,横浜国立大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100301971/v4/YKHM/YKHM-10151/YKHM-10151-00000.tif/full/400,/0/default.jpg
松葉屋雑話,https://kotenseki.nijl.ac.jp/biblio/100249757/manifest,cooking,11,0,味の素食の文化センター 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100249757/v4/AJNM/AJNM-00244/AJNM-00244-00001.tif/full/400,/0/default.jpg
料理献立抄,https://kotenseki.nijl.ac.jp/biblio/100097768/manifest,cooking,24,0,大阪府立大学学術情報センター 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100097768/v4/0244/0244-0194006/0244-0194006-0000.tif/full/400,/0/default.jpg
料理通,https://kotenseki.nijl.ac.jp/biblio/100249464/manifest,cooking,81,0,味の素食の文化センター 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100249464/v4/AJNM/AJNM-00079/AJNM-00079-00001.tif/full/400,/0/default.jpg
鯨肉調味方,https://kotenseki.nijl.ac.jp/biblio/100134520/manifest,cooking,36,27,大阪府立大学学術情報センター 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100134520/v4/0244/0244-0307007/0244-0307007-0000.tif/full/400,/0/default.jpg
当世料理献立,https://kotenseki.nijl.ac.jp/biblio/100097767/manifest,cooking,35,0,大阪府立大学学術情報センター 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100097767/v4/0244/0244-0194005/0244-0194005-0000.tif/full/400,/0/default.jpg
御前菓子秘伝抄,https://kotenseki.nijl.ac.jp/biblio/100249376/manifest,cooking,57,57,味の素食の文化センター 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100249376/v4/AJNM/AJNM-00041/AJNM-00041-00001.tif/full/400,/0/default.jpg
料理珍味集,https://kotenseki.nijl.ac.jp/biblio/100249537/manifest,cooking,91,66,味の素食の文化センター 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100249537/v4/AJNM/AJNM-00131/AJNM-00131-00001.tif/full/400,/0/default.jpg
料理献立早仕組,https://kotenseki.nijl.ac.jp/biblio/100249435/manifest,cooking,87,14,味の素食の文化センター 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100249435/v4/AJNM/AJNM-00066/AJNM-00066-00001.tif/full/400,/0/default.jpg
大根一式料理秘密箱,https://kotenseki.nijl.ac.jp/biblio/100249342/manifest,cooking,31,0,味の素食の文化センター 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100249342/v4/AJNM/AJNM-00024/AJNM-00024-00001.tif/full/400,/0/default.jpg
料理早指南,https://kotenseki.nijl.ac.jp/biblio/100249808/manifest,cooking,37,6,味の素食の文化センター 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100249808/v4/AJNM/AJNM-00273/AJNM-00273-00001.tif/full/400,/0/default.jpg
萬寳料理秘密箱,https://kotenseki.nijl.ac.jp/biblio/100097782/manifest,cooking,164,2,大阪府立大学学術情報センター 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100097782/v4/0244/0244-0197003/0244-0197003-0000.tif/full/400,/0/default.jpg
料理秘伝抄,https://kotenseki.nijl.ac.jp/biblio/200022050/manifest,cooking,16,1,国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/200022050/v4/NIIP/049-0097/049-0097-00001.tif/full/400,/0/default.jpg
諸家通用/即席料理,https://kotenseki.nijl.ac.jp/biblio/100134494/manifest,cooking,35,0,大阪府立大学学術情報センター 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100134494/v4/0244/0244-0304005/0244-0304005-0000.tif/full/400,/0/default.jpg
素人庖丁,https://kotenseki.nijl.ac.jp/biblio/100249468/manifest,cooking,248,48,味の素食の文化センター 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100249468/v4/AJNM/AJNM-00083/AJNM-00083-00001.tif/full/400,/0/default.jpg
料理山海郷,https://kotenseki.nijl.ac.jp/biblio/100249438/manifest,cooking,117,0,味の素食の文化センター 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100249438/v4/AJNM/AJNM-00067/AJNM-00067-00001.tif/full/400,/0/default.jpg
合類日用料理抄,https://kotenseki.nijl.ac.jp/biblio/100249511/manifest,cooking,106,61,味の素食の文化センター 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100249511/v4/AJNM/AJNM-00112/AJNM-00112-00001.tif/full/400,/0/default.jpg
式料理,https://kotenseki.nijl.ac.jp/biblio/100249385/manifest,cooking,45,1,味の素食の文化センター 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100249385/v4/AJNM/AJNM-00048/AJNM-00048-00001.tif/full/400,/0/default.jpg
料理筌,https://kotenseki.nijl.ac.jp/biblio/100097780/manifest,cooking,72,0,大阪府立大学学術情報センター 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100097780/v4/0244/0244-0197001/0244-0197001-0000.tif/full/400,/0/default.jpg
鼎左秘録,https://kotenseki.nijl.ac.jp/biblio/100249371/manifest,cooking,48,0,味の素食の文化センター 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100249371/v4/AJNM/AJNM-00038/AJNM-00038-00001.tif/full/400,/0/default.jpg
料理山海郷,https://kotenseki.nijl.ac.jp/biblio/100097784/manifest,cooking,110,91,大阪府立大学学術情報センター 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100097784/v4/0244/0244-0197005/0244-0197005-0000.tif/full/400,/0/default.jpg
料理物語,https://kotenseki.nijl.ac.jp/biblio/100249328/manifest,cooking,56,0,味の素食の文化センター 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100249328/v4/AJNM/AJNM-00016/AJNM-00016-00001.tif/full/400,/0/default.jpg
会席しつほく趣向帳,https://kotenseki.nijl.ac.jp/biblio/100249471/manifest,cooking,45,0,味の素食の文化センター 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100249471/v4/AJNM/AJNM-00086/AJNM-00086-00001.tif/full/400,/0/default.jpg
江戸時代唐料理,https://kotenseki.nijl.ac.jp/biblio/100249507/manifest,cooking,10,10,味の素食の文化センター 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100249507/v4/AJNM/AJNM-00108/AJNM-00108-00001.tif/full/400,/0/default.jpg
料理独稽古,https://kotenseki.nijl.ac.jp/biblio/200021982/manifest,cooking,31,1,国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/200021982/v4/NIIP/049-0104/049-0104-00001.tif/full/400,/0/default.jpg
