卯九月　　　　　　　　　　　同十月
白米百文ニ壱升 　　　　　　　白米百文二壱升壱合
大麦壱両二壱石四斗半　　　　大麦壱両二壱石三斗
小麦百文二壱升三合　　　　　小麦百文二壱升弐合
大豆百文二壱升三合　　　　　大豆百文二壱升壱合
小豆百文二壱升弐合　　　　　小豆百文二壱升壱合
素麺百文二三百匁　　　　　　素麺百文二二百九十匁　

同十一月　　　　　　　　　　同十二月
白米百文ニ壱升壱合　　　　　白米百文ニ九合
大麦壱両二壱石弐斗五升　　　大麦壱両二壱石四升
小麦百文ニ壱升弐合　　　　　小麦百文ニ壱升
大豆壱升三合　　　　　　　　大豆百文ニ壱升弐合
素麺二百九十目　　　　　　　そうめん百文ニ二百五十目

辰正月　　　　　　　　　　　同閏正月
白米百文ニ八合　　　　　　　白米百文ニ七合
大麦壱両に六斗四升　　　　　御麦壱両二六斗
小麦百文ニ壱升壱合　　　　　小麦百文ニ九合
大豆百文ニ壱升弐合　　　　　大豆百文ニ七合
そうめん百文ニ二百四十目　　そふ麺百文ニ二百廿匁

同二月　　　　　　　　　　　同三月
銭五貫六百文両かへ
白米百文ニ五合　　　　　　　白米百文ニ四合五夕　朔日ゟ六日迄
大麦壱両二四斗八升　　　　　大麦壱両二四斗
小麦百文ニ六合五夕　　　　　素麺百文ニ百八十目
大豆百文ニ七合　　　　　　　十一日ゟ米五合麦四斗弐升
小豆百文ニ五合　　　　　　　十六日ゟ麦四斗四升
餅米百文ニ四合　　　　　　　惣而右二順じ
そうめん百文二弐百目　　　　　

















































　　　　　　　　　　

