label,manifestUrl,projectId,size,progress,attribution,thumbnail
東海道名所双六,https://d-archive.u-gakugei.ac.jp/iiif/item/18505862/manifest.json,gakugei,1,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F18505862%2F0001.tif/full/400,/0/default.jpg
東海道五十三駅名所古跡略記道中双六,https://d-archive.u-gakugei.ac.jp/iiif/item/18505912/manifest.json,gakugei,1,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F18505912%2F0001.tif/full/400,/0/default.jpg
幼童席書会,https://d-archive.u-gakugei.ac.jp/iiif/item/00089909/manifest.json,gakugei,1,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F00089909%2F0001.tif/full/400,/0/default.jpg
五十三駅看立双六,https://d-archive.u-gakugei.ac.jp/iiif/item/18505855/manifest.json,gakugei,1,1,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F18505855%2F0001.tif/full/400,/0/default.jpg
唐詩選画本, [二編]5巻,https://d-archive.u-gakugei.ac.jp/iiif/item/tkgk-00056/manifest.json,gakugei,100,80,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2FTKGK-00056%2FTKGK-00056-00000.tif/full/400,/0/default.jpg
絵本写宝袋 9巻 2之巻,https://d-archive.u-gakugei.ac.jp/iiif/item/10912159/manifest.json,gakugei,27,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F10912159%2F00001.tif/full/400,/0/default.jpg
唐詩選画本, 続編5巻,https://d-archive.u-gakugei.ac.jp/iiif/item/tkgk-00058/manifest.json,gakugei,103,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2FTKGK-00058%2FTKGK-00058-00000.tif/full/400,/0/default.jpg
江戸名所図会 20巻 巻之10,https://d-archive.u-gakugei.ac.jp/iiif/item/07129481/manifest.json,gakugei,61,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F07129481%2F00001.tif/full/400,/0/default.jpg
江戸名所図会 20巻 巻之19,https://d-archive.u-gakugei.ac.jp/iiif/item/07129473/manifest.json,gakugei,54,38,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F07129473%2F00001.tif/full/400,/0/default.jpg
奥奉公出世双六,https://d-archive.u-gakugei.ac.jp/iiif/item/18505858/manifest.json,gakugei,1,1,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F18505858%2F0001.tif/full/400,/0/default.jpg
新撰各県産物運送双六,https://d-archive.u-gakugei.ac.jp/iiif/item/18505869/manifest.json,gakugei,1,1,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F18505869%2F0001.tif/full/400,/0/default.jpg
江戸名所図会 20巻 巻之5,https://d-archive.u-gakugei.ac.jp/iiif/item/07129355/manifest.json,gakugei,55,55,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F07129355%2F00001.tif/full/400,/0/default.jpg
百姓往来画抄,https://d-archive.u-gakugei.ac.jp/iiif/item/ep20001480/manifest.json,gakugei,24,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2FEP20001480%2F00001.tif/full/400,/0/default.jpg
江戸名所図会 20巻 巻之11,https://d-archive.u-gakugei.ac.jp/iiif/item/07129479/manifest.json,gakugei,60,4,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F07129479%2F00001.tif/full/400,/0/default.jpg
音訓国字格,https://d-archive.u-gakugei.ac.jp/iiif/item/18505822/manifest.json,gakugei,52,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F18505822%2F00001.tif/full/400,/0/default.jpg
撫育草,https://kotenseki.nijl.ac.jp/biblio/100346835/manifest,gakugei,52,41,東京学芸大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100346835/v4/TKGK/TKGK-00010/TKGK-00010-00000.tif/full/400,/0/default.jpg
天尓を波紐鑑 増補,https://d-archive.u-gakugei.ac.jp/iiif/item/18107905/manifest.json,gakugei,1,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F18107905%2F0001.tif/full/400,/0/default.jpg
単語の図寿古呂久,https://d-archive.u-gakugei.ac.jp/iiif/item/18505885/manifest.json,gakugei,1,1,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F18505885%2F0001.tif/full/400,/0/default.jpg
唐詩選画本, [六編]5巻,https://d-archive.u-gakugei.ac.jp/iiif/item/tkgk-00060/manifest.json,gakugei,89,89,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2FTKGK-00060%2FTKGK-00060-00000.tif/full/400,/0/default.jpg
開化往来,https://d-archive.u-gakugei.ac.jp/iiif/item/19901265/manifest.json,gakugei,55,1,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F19901265%2F00001.tif/full/400,/0/default.jpg
児学教導単語之図 [第四単語図],https://d-archive.u-gakugei.ac.jp/iiif/item/10901070/manifest.json,gakugei,1,1,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F10901070%2F00001.tif/full/400,/0/default.jpg
東海道五十三駅道中記細見双六,https://d-archive.u-gakugei.ac.jp/iiif/item/18505913/manifest.json,gakugei,1,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F18505913%2F0001.tif/full/400,/0/default.jpg
江戸名所図会 20巻 巻之8,https://d-archive.u-gakugei.ac.jp/iiif/item/07129483/manifest.json,gakugei,80,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F07129483%2F00001.tif/full/400,/0/default.jpg
七字以呂波,https://d-archive.u-gakugei.ac.jp/iiif/item/ep20001364/manifest.json,gakugei,10,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2FEP20001364%2F00001.tif/full/400,/0/default.jpg
流行車尽し廻り双六,https://d-archive.u-gakugei.ac.jp/iiif/item/18505924/manifest.json,gakugei,1,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F18505924%2F0001.tif/full/400,/0/default.jpg
金言童子教〔竝抄〕,https://www.dheq.org/repo/iiif/3630/manifest,gakugei,31,3,東京学芸大学附属図書館,https://www.dheq.org/repo/files/medium/295530c0e7b11f678ea09c8e0183c0bfb2f10d21.jpg
豆腐百珍,https://kotenseki.nijl.ac.jp/biblio/100346967/manifest,gakugei,44,25,東京学芸大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100346967/v4/TKGK/TKGK-00132/TKGK-00132-00000.tif/full/400,/0/default.jpg
世進電話双六,https://d-archive.u-gakugei.ac.jp/iiif/item/18505877/manifest.json,gakugei,1,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F18505877%2F0001.tif/full/400,/0/default.jpg
春興手習出精双六,https://d-archive.u-gakugei.ac.jp/iiif/item/18505902/manifest.json,gakugei,1,1,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F18505902%2F0001.tif/full/400,/0/default.jpg
唐詩選画本, [七編]5巻,https://d-archive.u-gakugei.ac.jp/iiif/item/tkgk-00061/manifest.json,gakugei,96,96,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2FTKGK-00061%2FTKGK-00061-00000.tif/full/400,/0/default.jpg
寺子躾方,https://d-archive.u-gakugei.ac.jp/iiif/item/ep20001268/manifest.json,gakugei,19,19,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2FEP20001268%2F00001.tif/full/400,/0/default.jpg
究理知慧の勧 : 訓蒙画入 巻之1,https://www.dheq.org/repo/iiif/3636/manifest,gakugei,25,25,東京学芸大学附属図書館,https://www.dheq.org/repo/files/medium/9a0eaf33d25c0358fdc360009ea684846f396b5d.jpg
江戸名所図会 20巻 巻之17,https://d-archive.u-gakugei.ac.jp/iiif/item/07129475/manifest.json,gakugei,53,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F07129475%2F00001.tif/full/400,/0/default.jpg
小倉百人一首,https://d-archive.u-gakugei.ac.jp/iiif/item/ep20000183/manifest.json,gakugei,63,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2FEP20000183%2F00001.tif/full/400,/0/default.jpg
日光山志,https://kotenseki.nijl.ac.jp/biblio/100346844/manifest,gakugei,267,266,東京学芸大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100346844/v4/TKGK/TKGK-00019/TKGK-00019-00000.tif/full/400,/0/default.jpg
江戸名所図会 20巻 巻之20,https://d-archive.u-gakugei.ac.jp/iiif/item/07129472/manifest.json,gakugei,60,19,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F07129472%2F00001.tif/full/400,/0/default.jpg
絵本写宝袋 9巻 4之巻,https://d-archive.u-gakugei.ac.jp/iiif/item/10912161/manifest.json,gakugei,23,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F10912161%2F00001.tif/full/400,/0/default.jpg
画本柳樽,https://kotenseki.nijl.ac.jp/biblio/100346870/manifest,gakugei,21,18,東京学芸大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100346870/v4/TKGK/TKGK-00045/TKGK-00045-00000.tif/full/400,/0/default.jpg
新版御菓子双六,https://d-archive.u-gakugei.ac.jp/iiif/item/18505927/manifest.json,gakugei,1,1,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F18505927%2F0001.tif/full/400,/0/default.jpg
江戸名所図会 20巻 巻之12,https://d-archive.u-gakugei.ac.jp/iiif/item/07129480/manifest.json,gakugei,56,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F07129480%2F00001.tif/full/400,/0/default.jpg
唐詩選画本, 三編5巻,https://d-archive.u-gakugei.ac.jp/iiif/item/tkgk-00057/manifest.json,gakugei,94,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2FTKGK-00057%2FTKGK-00057-00000.tif/full/400,/0/default.jpg
料理通,https://kotenseki.nijl.ac.jp/biblio/100346970/manifest,gakugei,137,137,東京学芸大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100346970/v4/TKGK/TKGK-00135/TKGK-00135-00000.tif/full/400,/0/default.jpg
山門豪傑双録,https://d-archive.u-gakugei.ac.jp/iiif/item/18505886/manifest.json,gakugei,1,1,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F18505886%2F0001.tif/full/400,/0/default.jpg
しん板見立外題寿ご六,https://d-archive.u-gakugei.ac.jp/iiif/item/18505918/manifest.json,gakugei,1,1,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F18505918%2F0001.tif/full/400,/0/default.jpg
しん板一昼夜時づくし,https://www.dheq.org/repo/iiif/3634/manifest,gakugei,1,1,東京学芸大学附属図書館,https://www.dheq.org/repo/files/medium/7e2118111eee8d35b5c5c436fe614e387dd731c0.jpg
善悪道中記,https://kotenseki.nijl.ac.jp/biblio/100346995/manifest,gakugei,33,27,東京学芸大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100346995/v4/TKGK/TKGK-00160/TKGK-00160-00000.tif/full/400,/0/default.jpg
小児必用養育草,https://kotenseki.nijl.ac.jp/biblio/100346852/manifest,gakugei,169,61,東京学芸大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100346852/v4/TKGK/TKGK-00027/TKGK-00027-00000.tif/full/400,/0/default.jpg
魚類精進/早見献立帳,https://kotenseki.nijl.ac.jp/biblio/100346968/manifest,gakugei,85,85,東京学芸大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100346968/v4/TKGK/TKGK-00133/TKGK-00133-00000.tif/full/400,/0/default.jpg
百人一首,https://d-archive.u-gakugei.ac.jp/iiif/item/18406337/manifest.json,gakugei,56,1,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F18406337%2F00001.tif/full/400,/0/default.jpg
江戸名所図会 20巻 巻之9,https://d-archive.u-gakugei.ac.jp/iiif/item/07129482/manifest.json,gakugei,46,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F07129482%2F00001.tif/full/400,/0/default.jpg
[学事奨励に関する被仰出書],https://d-archive.u-gakugei.ac.jp/iiif/item/19808138/manifest.json,gakugei,1,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F19808138%2F0001.tif/full/400,/0/default.jpg
商売往来絵字引,https://d-archive.u-gakugei.ac.jp/iiif/item/ep60001054/manifest.json,gakugei,34,1,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2FEP60001054%2F00001.tif/full/400,/0/default.jpg
江戸名所図会 20巻 巻之16,https://d-archive.u-gakugei.ac.jp/iiif/item/07129476/manifest.json,gakugei,53,2,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F07129476%2F00001.tif/full/400,/0/default.jpg
江戸名所図会 20巻 巻之15,https://d-archive.u-gakugei.ac.jp/iiif/item/07129477/manifest.json,gakugei,50,4,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F07129477%2F00001.tif/full/400,/0/default.jpg
唐詩選画本, [五編]5巻,https://d-archive.u-gakugei.ac.jp/iiif/item/tkgk-00059/manifest.json,gakugei,96,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2FTKGK-00059%2FTKGK-00059-00000.tif/full/400,/0/default.jpg
江戸名物吾妻錦画東海道細見双六,https://d-archive.u-gakugei.ac.jp/iiif/item/18505932/manifest.json,gakugei,1,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F18505932%2F0001.tif/full/400,/0/default.jpg
拳独稽古,https://kotenseki.nijl.ac.jp/biblio/100346861/manifest,gakugei,34,34,東京学芸大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100346861/v4/TKGK/TKGK-00036/TKGK-00036-00000.tif/full/400,/0/default.jpg
絵本写宝袋 9巻 8之巻,https://d-archive.u-gakugei.ac.jp/iiif/item/10912165/manifest.json,gakugei,26,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F10912165%2F00001.tif/full/400,/0/default.jpg
四季漬物塩嘉言,https://kotenseki.nijl.ac.jp/biblio/100346969/manifest,gakugei,40,40,東京学芸大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100346969/v4/TKGK/TKGK-00134/TKGK-00134-00000.tif/full/400,/0/default.jpg
江戸名所図会 20巻 巻之1,https://d-archive.u-gakugei.ac.jp/iiif/item/07129351/manifest.json,gakugei,67,15,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F07129351%2F00001.tif/full/400,/0/default.jpg
三十六歌仙双六,https://d-archive.u-gakugei.ac.jp/iiif/item/18505926/manifest.json,gakugei,1,1,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F18505926%2F0001.tif/full/400,/0/default.jpg
新板男女振分諸礼躾形双六,https://d-archive.u-gakugei.ac.jp/iiif/item/18505872/manifest.json,gakugei,1,1,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F18505872%2F0001.tif/full/400,/0/default.jpg
究理知慧の勧 : 訓蒙画入 巻之2,https://www.dheq.org/repo/iiif/3637/manifest,gakugei,23,23,東京学芸大学附属図書館,https://www.dheq.org/repo/files/medium/51920cad9682e7bb91b38ac2831d24856139dad7.jpg
新板なぞなぞ合,https://kotenseki.nijl.ac.jp/biblio/100346862/manifest,gakugei,14,14,東京学芸大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100346862/v4/TKGK/TKGK-00037/TKGK-00037-00000.tif/full/400,/0/default.jpg
江戸名所図会 20巻 巻之18,https://d-archive.u-gakugei.ac.jp/iiif/item/07129474/manifest.json,gakugei,84,75,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F07129474%2F00001.tif/full/400,/0/default.jpg
東海道遊歴双六,https://d-archive.u-gakugei.ac.jp/iiif/item/18505910/manifest.json,gakugei,1,1,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F18505910%2F0001.tif/full/400,/0/default.jpg
伊勢物語,https://kotenseki.nijl.ac.jp/biblio/100346878/manifest,gakugei,47,47,東京学芸大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100346878/v4/TKGK/TKGK-00053/TKGK-00053-00000.tif/full/400,/0/default.jpg
江戸名所図会 20巻 巻之14,https://d-archive.u-gakugei.ac.jp/iiif/item/07129478/manifest.json,gakugei,54,4,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F07129478%2F00001.tif/full/400,/0/default.jpg
女大学,https://d-archive.u-gakugei.ac.jp/iiif/item/10814175/manifest.json,gakugei,22,22,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F10814175%2F00001.tif/full/400,/0/default.jpg
日本山海名産図会,https://kotenseki.nijl.ac.jp/biblio/100346891/manifest,gakugei,171,97,東京学芸大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100346891/v4/TKGK/TKGK-00066/TKGK-00066-00000.tif/full/400,/0/default.jpg
踊形容振分寿古録,https://d-archive.u-gakugei.ac.jp/iiif/item/18505919/manifest.json,gakugei,1,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F18505919%2F0001.tif/full/400,/0/default.jpg
江戸名所図会 20巻 巻之6,https://d-archive.u-gakugei.ac.jp/iiif/item/07129356/manifest.json,gakugei,66,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F07129356%2F00001.tif/full/400,/0/default.jpg
新版御府内流行名物案内雙六,https://www.dheq.org/repo/iiif/3633/manifest,gakugei,3,3,東京学芸大学附属図書館,https://www.dheq.org/repo/files/medium/2169e4dd1d98835e1f7cda423d5431e1a50c2a9e.jpg
古今相撲大全,https://kotenseki.nijl.ac.jp/biblio/100346858/manifest,gakugei,136,121,東京学芸大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100346858/v4/TKGK/TKGK-00033/TKGK-00033-00000.tif/full/400,/0/default.jpg
金言童子教〔竝抄〕,https://d-archive.u-gakugei.ac.jp/iiif/item/ep20000453-2/manifest.json,gakugei,33,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2FEP20000453-2%2FEP20000453_0001.tif/full/400,/0/default.jpg
江戸名所図会 20巻 巻之4,https://d-archive.u-gakugei.ac.jp/iiif/item/07129354/manifest.json,gakugei,83,10,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F07129354%2F00001.tif/full/400,/0/default.jpg
源氏物語,https://kotenseki.nijl.ac.jp/biblio/100346879/manifest,gakugei,175,110,東京学芸大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100346879/v4/TKGK/TKGK-00054/TKGK-00054-00000.tif/full/400,/0/default.jpg
生徒勉強 東京小学校教授双録,https://d-archive.u-gakugei.ac.jp/iiif/item/00089858/manifest.json,gakugei,1,1,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F00089858%2F0001.tif/full/400,/0/default.jpg
御成敗式目,https://d-archive.u-gakugei.ac.jp/iiif/item/ep20000565/manifest.json,gakugei,41,2,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2FEP20000565%2F00001.tif/full/400,/0/default.jpg
江戸名所図会 20巻 巻之3,https://d-archive.u-gakugei.ac.jp/iiif/item/07129353/manifest.json,gakugei,61,61,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F07129353%2F00001.tif/full/400,/0/default.jpg
国郡全図,https://kotenseki.nijl.ac.jp/biblio/100346842/manifest,gakugei,99,99,東京学芸大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100346842/v4/TKGK/TKGK-00017/TKGK-00017-00000.tif/full/400,/0/default.jpg
番匠作事文章,https://d-archive.u-gakugei.ac.jp/iiif/item/ep20001449/manifest.json,gakugei,19,16,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2FEP20001449%2F00001.tif/full/400,/0/default.jpg
新撰東海道五十三駅電信明細双六,https://d-archive.u-gakugei.ac.jp/iiif/item/18505948/manifest.json,gakugei,1,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F18505948%2F0001.tif/full/400,/0/default.jpg
匠家絵様集,https://kotenseki.nijl.ac.jp/biblio/100346855/manifest,gakugei,56,54,東京学芸大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100346855/v4/TKGK/TKGK-00030/TKGK-00030-00000.tif/full/400,/0/default.jpg
御成敗式目絵抄,https://kotenseki.nijl.ac.jp/biblio/100346999/manifest,gakugei,36,36,東京学芸大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100346999/v4/TKGK/TKGK-00164/TKGK-00164-00000.tif/full/400,/0/default.jpg
續英雄百人一首,https://www.dheq.org/repo/iiif/3632/manifest,gakugei,61,44,東京学芸大学附属図書館,https://www.dheq.org/repo/files/medium/c871eeadf1e71859c72b643e2dc56bd58f254664.jpg
東海道往来,https://kotenseki.nijl.ac.jp/biblio/100346843/manifest,gakugei,15,0,東京学芸大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100346843/v4/TKGK/TKGK-00018/TKGK-00018-00000.tif/full/400,/0/default.jpg
竹取物語,https://kotenseki.nijl.ac.jp/biblio/100346877/manifest,gakugei,53,53,東京学芸大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100346877/v4/TKGK/TKGK-00052/TKGK-00052-00000.tif/full/400,/0/default.jpg
頭書萬用婦人手紙之文言,https://d-archive.u-gakugei.ac.jp/iiif/item/10814136/manifest.json,gakugei,66,48,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F10814136%2F00001.tif/full/400,/0/default.jpg
小学教則,https://d-archive.u-gakugei.ac.jp/iiif/item/10907935/manifest.json,gakugei,25,25,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F10907935%2F00001.tif/full/400,/0/default.jpg
絵本写宝袋 9巻 7之巻,https://d-archive.u-gakugei.ac.jp/iiif/item/10912164/manifest.json,gakugei,24,0,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F10912164%2F00001.tif/full/400,/0/default.jpg
絵本写宝袋 9巻 1之巻,https://d-archive.u-gakugei.ac.jp/iiif/item/10912158/manifest.json,gakugei,35,16,東京学芸大学教育コンテンツアーカイブ,https://d-archive.u-gakugei.ac.jp/iiif/2/library%2F10912158%2F00001.tif/full/400,/0/default.jpg
末広扇,https://kotenseki.nijl.ac.jp/biblio/100346993/manifest,gakugei,10,8,東京学芸大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100346993/v4/TKGK/TKGK-00158/TKGK-00158-00000.tif/full/400,/0/default.jpg
