大地震末代噺種
○京町ぼり紀伊国ばし南詰　　　　　　　　○江戸堀 犬斎（けんさい） ばし人家
　西へ入｜裏長屋（うらながや）二三げん　　　　　　　　　四五軒崩る
　大崩れ　　　　　　　　　　　　　　　　○堀江｜橘通（たちばなどふり）三丁目人家
○新町（しんまち）問屋橋角人家　　　　　　　　　　　半丁ばかり大損しこの
　七八軒大損じ　　　　　　　　　 　　　　　近辺人家土蔵そんじ
新町井戸の辻（つぢ）　　　　　　　　　　　　　　　所〻有之
南東角大崩れ　　　　　　　　　　　　　　○同いなり御旅所（おたびしよ）境内
夫より少し　　　　　　　　　　　　　　　　神楽所角力場（かぐらしよすまふば）大損じ
東の　　　　　　　　　　　　　　　　　　　座敷くづるゝ
寺　　　　　　　　　　　　　　　　　　　○白髪（しらが）町くはんおん横町
大　ゆ　がみ
○奈良屋ばし筋おくび町　　　　　　　　　　高（たか）へい崩る
　角人家 倒（たふ） れかけ住居　　　　　　　　　○ざこ場石津町角崩る
　ならず　　　　　　　　　　　　　　　　○堀江あみだ池裏門筋
○北江戸ぼり一丁目の　　　　　　　　　　　の辻南東角髙塀四間
　《ルビ：髙塀｜たかへい》十間斗崩る　　　　　　　　　　　　ばかり崩る
