label,manifestUrl,projectId,size,progress,attribution,thumbnail
天津映画館,https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/books/2019Z0061/manifest.json,kuorcas,2,2,関西大学アジア・オープン・リサーチセンター[KU-ORCAS],https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/2/2019Z0061%2FZ-61-0001.tif/full/400,/0/default.jpg
天津映画館,https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/books/2019Z0066/manifest.json,kuorcas,2,2,関西大学アジア・オープン・リサーチセンター[KU-ORCAS],https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/2/2019Z0066%2FZ-66-0001.tif/full/400,/0/default.jpg
Rex Cinema,https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/books/2019P0003/manifest.json,kuorcas,3,3,関西大学アジア・オープン・リサーチセンター[KU-ORCAS],https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/2/2019P0003%2FP-3-0001.tif/full/400,/0/default.jpg
大正館週報,https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/books/2019C0025/manifest.json,kuorcas,4,4,関西大学アジア・オープン・リサーチセンター[KU-ORCAS],https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/2/2019C0025%2FC-25-0001.tif/full/400,/0/default.jpg
大正館週報,https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/books/2019C0007/manifest.json,kuorcas,4,4,関西大学アジア・オープン・リサーチセンター[KU-ORCAS],https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/2/2019C0007%2FC-7-0001.tif/full/400,/0/default.jpg
日本忠臣庫 10回,https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/books/208087206/manifest.json,kuorcas,44,43,関西大学アジア・オープン・リサーチセンター[KU-ORCAS],https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/2/208087206%2F0001.tif/full/400,/0/default.jpg
唐話纂要 6巻,https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/books/208471685/manifest.json,kuorcas,23,23,関西大学アジア・オープン・リサーチセンター[KU-ORCAS],https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/2/208471685%2F0001.tif/full/400,/0/default.jpg
唐話纂要 6巻,https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/books/208471707/manifest.json,kuorcas,23,4,関西大学アジア・オープン・リサーチセンター[KU-ORCAS],https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/2/208471707%2F0001.tif/full/400,/0/default.jpg
大正館週報,https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/books/2019C0005/manifest.json,kuorcas,4,4,関西大学アジア・オープン・リサーチセンター[KU-ORCAS],https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/2/2019C0005%2FC-5-0001.tif/full/400,/0/default.jpg
大正館週報,https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/books/2019C0018/manifest.json,kuorcas,4,4,関西大学アジア・オープン・リサーチセンター[KU-ORCAS],https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/2/2019C0018%2FC-18-0001.tif/full/400,/0/default.jpg
デンキカン・ニュース,https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/books/2019J0027/manifest.json,kuorcas,4,4,関西大学アジア・オープン・リサーチセンター[KU-ORCAS],https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/2/2019J0027%2FJ-27-0001.tif/full/400,/0/default.jpg
ニュースたから 天津映画館,https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/books/2019Z0063/manifest.json,kuorcas,2,2,関西大学アジア・オープン・リサーチセンター[KU-ORCAS],https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/2/2019Z0063%2FZ-63-0001.tif/full/400,/0/default.jpg
デンキカン・ニュース,https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/books/2019J0033/manifest.json,kuorcas,5,5,関西大学アジア・オープン・リサーチセンター[KU-ORCAS],https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/2/2019J0033%2FJ-33-0001.tif/full/400,/0/default.jpg
デンキカン・ニュース,https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/books/2019J0037/manifest.json,kuorcas,4,4,関西大学アジア・オープン・リサーチセンター[KU-ORCAS],https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/2/2019J0037%2FJ-37-0001.tif/full/400,/0/default.jpg
池袋大東亜映画劇場,https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/books/2019J0047/manifest.json,kuorcas,2,2,関西大学アジア・オープン・リサーチセンター[KU-ORCAS],https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/2/2019J0047%2FJ-47-0001.tif/full/400,/0/default.jpg
S. P. (Souvenir),https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/books/2019J0002/manifest.json,kuorcas,9,9,関西大学アジア・オープン・リサーチセンター[KU-ORCAS],https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/2/2019J0002%2FJ-2-0001.tif/full/400,/0/default.jpg
大正館週報,https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/books/2019C0023/manifest.json,kuorcas,4,4,関西大学アジア・オープン・リサーチセンター[KU-ORCAS],https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/2/2019C0023%2FC-23-0001.tif/full/400,/0/default.jpg
大正館週報,https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/books/2019C0009/manifest.json,kuorcas,4,4,関西大学アジア・オープン・リサーチセンター[KU-ORCAS],https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/2/2019C0009%2FC-9-0001.tif/full/400,/0/default.jpg
名画『キング・オブ・キングス』パンフレット,https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/books/2019J0044/manifest.json,kuorcas,7,7,関西大学アジア・オープン・リサーチセンター[KU-ORCAS],https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/2/2019J0044%2FJ-44-0001.tif/full/400,/0/default.jpg
大正館週報,https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/books/2019C0013/manifest.json,kuorcas,4,4,関西大学アジア・オープン・リサーチセンター[KU-ORCAS],https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/2/2019C0013%2FC-13-0001.tif/full/400,/0/default.jpg
Weekly Paramount,https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/books/2019J0003/manifest.json,kuorcas,11,11,関西大学アジア・オープン・リサーチセンター[KU-ORCAS],https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/2/2019J0003%2FJ-3-0001.tif/full/400,/0/default.jpg
デンキカン・ニュース,https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/books/2019J0029/manifest.json,kuorcas,3,3,関西大学アジア・オープン・リサーチセンター[KU-ORCAS],https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/2/2019J0029%2FJ-29-0001.tif/full/400,/0/default.jpg
大正館週報,https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/books/2019C0012/manifest.json,kuorcas,4,4,関西大学アジア・オープン・リサーチセンター[KU-ORCAS],https://www.iiif.ku-orcas.kansai-u.ac.jp/iiif/2/2019C0012%2FC-12-0001.tif/full/400,/0/default.jpg
