label,manifestUrl,projectId,size,progress,attribution,thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 86,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10525366p/manifest.json,galica,50,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10525366p.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 23,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8304433t/manifest.json,galica,19,19,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b8304433t.thumbnail
. Japonais 911,https://gallica.bnf.fr/iiif/ark:/12148/btv1b84515185/manifest.json,galica,443,7,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b84515185.thumbnail
BnF. Département des manuscrits. Japonais 617,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10511050r/manifest.json,galica,15,14,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10511050r.thumbnail
BnF. Département des manuscrits. Japonais 5341 (9),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10535178j/manifest.json,galica,1,1,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10535178j.thumbnail
BnF. Département des manuscrits. Japonais 177-179,https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000281t/manifest.json,galica,311,17,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b6000281t.thumbnail
BnF. Département des Manuscrits. Japonais 312,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10508361v/manifest.json,galica,200,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10508361v.thumbnail
BnF. Département des manuscrits. Japonais 367,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10543803p/manifest.json,galica,46,41,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10543803p.thumbnail
BnF. Département des Manuscrits. Japonais 4606 (2),https://gallica.bnf.fr/iiif/ark:/12148/btv1b85968591/manifest.json,galica,21,14,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b85968591.thumbnail
BnF. Département des Manuscrits. Japonais 640,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10508377z/manifest.json,galica,27,27,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10508377z.thumbnail
BnF. Département des Manuscrits. Japonais 260,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105016873/manifest.json,galica,28,27,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105016873.thumbnail
BnF. Département des Manuscrits. Japonais 1195,https://gallica.bnf.fr/iiif/ark:/12148/btv1b85302121/manifest.json,galica,62,14,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b85302121.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 237 (5),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10508385g/manifest.json,galica,41,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10508385g.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 16,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10528615b/manifest.json,galica,26,22,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10528615b.thumbnail
BnF. Département des manuscrits. Japonais 5631 (3),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10512766v/manifest.json,galica,82,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10512766v.thumbnail
BnF. Département des manuscrits. Japonais 632 (1),https://gallica.bnf.fr/iiif/ark:/12148/btv1b105111093/manifest.json,galica,47,38,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105111093.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 136 (6),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10515405t/manifest.json,galica,20,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10515405t.thumbnail
BnF. Département des Manuscrits,https://gallica.bnf.fr/iiif/ark:/12148/btv1b525039519/manifest.json,galica,14,14,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b525039519.thumbnail
BnF. Département des manuscrits. Japonais 1010,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500680m/manifest.json,galica,16,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10500680m.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 180,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10525933c/manifest.json,galica,44,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10525933c.thumbnail
BnF. Département des Manuscrits. Japonais 320,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10508006g/manifest.json,galica,36,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10508006g.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 89 (2),https://gallica.bnf.fr/iiif/ark:/12148/btv1b105083913/manifest.json,galica,172,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105083913.thumbnail
BnF. Département des manuscrits. Japonais 5341 (5),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10535174r/manifest.json,galica,1,1,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10535174r.thumbnail
BnF. Département des manuscrits. Smith-Lesouëf Japonais 183,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105259358/manifest.json,galica,39,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105259358.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 23,https://gallica.bnf.fr/iiif/ark:/12148/btv1b83044347/manifest.json,galica,18,17,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b83044347.thumbnail
BnF. Département des manuscrits. Smith-Lesouëf Japonais K 44 (2),https://gallica.bnf.fr/iiif/ark:/12148/btv1b83057921/manifest.json,galica,20,6,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b83057921.thumbnail
BnF. Département des manuscrits. Japonais 349,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10508004k/manifest.json,galica,187,45,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10508004k.thumbnail
BnF. Département des manuscrits. Japonais 5386,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10527892q/manifest.json,galica,37,32,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10527892q.thumbnail
BnF. Département des manuscrits. Japonais 626 (2),https://gallica.bnf.fr/iiif/ark:/12148/btv1b105110444/manifest.json,galica,46,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105110444.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 175,https://gallica.bnf.fr/iiif/ark:/12148/btv1b530148250/manifest.json,galica,24,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b530148250.thumbnail
BnF. Département des Manuscrits. Japonais 5330,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105278846/manifest.json,galica,58,58,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105278846.thumbnail
BnF. Département des manuscrits. Japonais 326,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10510441z/manifest.json,galica,124,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10510441z.thumbnail
BnF. Département des manuscrits. Japonais 5341 (6),https://gallica.bnf.fr/iiif/ark:/12148/btv1b105351756/manifest.json,galica,1,1,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105351756.thumbnail
BnF. Département des Manuscrits. Japonais 642,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10508700f/manifest.json,galica,44,13,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10508700f.thumbnail
BnF. Département des manuscrits. Japonais 215 A (1),https://gallica.bnf.fr/iiif/ark:/12148/btv1b105260712/manifest.json,galica,46,46,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105260712.thumbnail
BnF. Département des manuscrits. Japonais 615 (1),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10510300g/manifest.json,galica,41,2,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10510300g.thumbnail
BnF. Département des Manuscrits. Japonais 344,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10508396b/manifest.json,galica,206,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10508396b.thumbnail
BnF. Département des manuscrits. Japonais 345 (2),https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000279r/manifest.json,galica,123,17,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b6000279r.thumbnail
BnF. Département des Manuscrits. Japonais 5340 (3),https://gallica.bnf.fr/iiif/ark:/12148/btv1b105257520/manifest.json,galica,68,64,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105257520.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 136 (3),https://gallica.bnf.fr/iiif/ark:/12148/btv1b105154011/manifest.json,galica,16,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105154011.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 237 (4),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10508386x/manifest.json,galica,46,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10508386x.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 134 (2),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10539324t/manifest.json,galica,20,20,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10539324t.thumbnail
BnF. Département des manuscrits. Japonais 1113 (1),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10511108n/manifest.json,galica,19,1,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10511108n.thumbnail
BnF. Département des manuscrits. Japonais 1113 (2),https://gallica.bnf.fr/iiif/ark:/12148/btv1b105110963/manifest.json,galica,16,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105110963.thumbnail
BnF. Département des Manuscrits. Japonais 342,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10501681d/manifest.json,galica,186,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10501681d.thumbnail
BnF. Département des Manuscrits. Japonais 393,https://gallica.bnf.fr/iiif/ark:/12148/btv1b60003956/manifest.json,galica,357,352,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b60003956.thumbnail
. Japonais 392,https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000394s/manifest.json,galica,149,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b6000394s.thumbnail
BnF. Département des manuscrits. Smith-Lesouëf Japonais K 24,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8593574r/manifest.json,galica,16,16,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b8593574r.thumbnail
BnF. Département des manuscrits. Japonais 314,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105016856/manifest.json,galica,306,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105016856.thumbnail
BnF. Département des Manuscrits. Japonais 4322 (1),https://gallica.bnf.fr/iiif/ark:/12148/btv1b8304424v/manifest.json,galica,24,24,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b8304424v.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 136 (2),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10515432q/manifest.json,galica,16,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10515432q.thumbnail
BnF. Département des manuscrits. Japonais 371,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10512768r/manifest.json,galica,82,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10512768r.thumbnail
BnF. Département des manuscrits. Japonais 615 (3),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10510296h/manifest.json,galica,38,2,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10510296h.thumbnail
BnF. Département des Manuscrits. Japonais 211 B (2),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10527650d/manifest.json,galica,31,3,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10527650d.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 139 (2),https://gallica.bnf.fr/iiif/ark:/12148/btv1b105154085/manifest.json,galica,208,2,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105154085.thumbnail
BnF. Département des Manuscrits,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10523279c/manifest.json,galica,200,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10523279c.thumbnail
BnF. Département des Manuscrits. Japonais 4260 (1),https://gallica.bnf.fr/iiif/ark:/12148/btv1b83044221/manifest.json,galica,26,25,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b83044221.thumbnail
BnF. Département des manuscrits. Japonais 627,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10509047x/manifest.json,galica,45,35,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10509047x.thumbnail
BnF. Département des manuscrits. Japonais 615 (4),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10510294m/manifest.json,galica,35,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10510294m.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 52 (4),https://gallica.bnf.fr/iiif/ark:/12148/btv1b105087170/manifest.json,galica,30,30,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105087170.thumbnail
BnF. Département des Manuscrits. Japonais 1085,https://gallica.bnf.fr/iiif/ark:/12148/btv1b83044169/manifest.json,galica,24,24,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b83044169.thumbnail
BnF. Département des Manuscrits,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8304430k/manifest.json,galica,25,20,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b8304430k.thumbnail
BnF. Département des Manuscrits. Japonais 380 (4),https://gallica.bnf.fr/iiif/ark:/12148/btv1b8304164b/manifest.json,galica,1,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b8304164b.thumbnail
BnF. Département des manuscrits. Japonais 615 (5),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10510312s/manifest.json,galica,41,41,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10510312s.thumbnail
BnF. Département des Manuscrits. Japonais 4500,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105257827/manifest.json,galica,78,10,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105257827.thumbnail
BnF. Département des manuscrits. Japonais 331,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10500683z/manifest.json,galica,80,13,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10500683z.thumbnail
BnF. Département des Manuscrits. Japonais 5619,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10524337j/manifest.json,galica,48,48,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10524337j.thumbnail
BnF. Département des manuscrits. Japonais 632 (2),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10511093r/manifest.json,galica,38,36,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10511093r.thumbnail
BnF. Département des manuscrits. Japonais 5341 (3),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10535172v/manifest.json,galica,1,1,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10535172v.thumbnail
BnF. Département des manuscrits. Japonais 317,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10508007x/manifest.json,galica,800,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10508007x.thumbnail
BnF. Département des Manuscrits. Japonais 5331 (1),https://gallica.bnf.fr/iiif/ark:/12148/btv1b8304428h/manifest.json,galica,23,23,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b8304428h.thumbnail
BnF. Département des manuscrits. Japonais 156,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105232672/manifest.json,galica,122,18,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105232672.thumbnail
BnF. Département des Manuscrits. Japonais 5340 (4),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10525754w/manifest.json,galica,156,156,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10525754w.thumbnail
. Japonais 180-181,https://gallica.bnf.fr/iiif/ark:/12148/btv1b60002827/manifest.json,galica,491,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b60002827.thumbnail
BnF. Département des manuscrits. Japonais 5337,https://gallica.bnf.fr/iiif/ark:/12148/btv1b85935770/manifest.json,galica,18,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b85935770.thumbnail
BnF. Département des Manuscrits. Japonais 4322 (2),https://gallica.bnf.fr/iiif/ark:/12148/btv1b100919186/manifest.json,galica,63,1,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b100919186.thumbnail
BnF. Département des manuscrits. Japonais 269,https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000277x/manifest.json,galica,26,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b6000277x.thumbnail
BnF. Département des manuscrits. Japonais 217 (2),https://gallica.bnf.fr/iiif/ark:/12148/btv1b105257861/manifest.json,galica,16,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105257861.thumbnail
BnF. Département des manuscrits. Japonais 5631 (5),https://gallica.bnf.fr/iiif/ark:/12148/btv1b105127711/manifest.json,galica,64,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105127711.thumbnail
BnF. Département des manuscrits. Japonais 4169,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53054657m/manifest.json,galica,13,12,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b53054657m.thumbnail
BnF. Département des Manuscrits. Japonais 4323,https://gallica.bnf.fr/iiif/ark:/12148/btv1b8593579t/manifest.json,galica,12,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b8593579t.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 252,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105326411/manifest.json,galica,67,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105326411.thumbnail
. Japonais 633 (2),https://gallica.bnf.fr/iiif/ark:/12148/btv1b60002879/manifest.json,galica,16,3,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b60002879.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 28,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10533301k/manifest.json,galica,43,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10533301k.thumbnail
BnF. Département des manuscrits. Japonais 612,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10508363r/manifest.json,galica,37,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10508363r.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 52 (3),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10508707k/manifest.json,galica,30,30,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10508707k.thumbnail
BnF. Département des Manuscrits. Japonais 5340 (5),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10525755b/manifest.json,galica,60,60,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10525755b.thumbnail
. Japonais 638,https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000288q/manifest.json,galica,19,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b6000288q.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 185,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53014831m/manifest.json,galica,51,51,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b53014831m.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 237 (3),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10508387c/manifest.json,galica,44,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10508387c.thumbnail
BnF. Département des Manuscrits. Japonais 380 (2),https://gallica.bnf.fr/iiif/ark:/12148/btv1b8304162h/manifest.json,galica,1,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b8304162h.thumbnail
BnF. Département des manuscrits. Japonais 216 (2),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10526084t/manifest.json,galica,33,33,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10526084t.thumbnail
BnF. Département des manuscrits. Japonais 5341 (4),https://gallica.bnf.fr/iiif/ark:/12148/btv1b105351739/manifest.json,galica,1,1,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105351739.thumbnail
BnF. Département des manuscrits. Smith-Lesouëf K 21 Japonais,https://gallica.bnf.fr/iiif/ark:/12148/btv1b53054680q/manifest.json,galica,45,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b53054680q.thumbnail
BnF. Département des manuscrits. Japonais 190-191,https://gallica.bnf.fr/iiif/ark:/12148/btv1b60002842/manifest.json,galica,451,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b60002842.thumbnail
BnF. Département des Manuscrits. Japonais 4322 (1),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10091917r/manifest.json,galica,46,1,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10091917r.thumbnail
BnF. Département des manuscrits. Japonais 305,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10510449j/manifest.json,galica,261,3,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10510449j.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 177 (3),https://gallica.bnf.fr/iiif/ark:/12148/btv1b8304440z/manifest.json,galica,26,26,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b8304440z.thumbnail
BnF. Département des Manuscrits. Japonais 5340 (2),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10525761z/manifest.json,galica,104,104,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10525761z.thumbnail
BnF. Département des manuscrits. Japonais 5631 (1),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10512764z/manifest.json,galica,86,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10512764z.thumbnail
BnF. Département des manuscrits. Japonais 5631 (4),https://gallica.bnf.fr/iiif/ark:/12148/btv1b105127622/manifest.json,galica,104,14,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105127622.thumbnail
BnF. Département des manuscrits. Japonais 216 (1),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10526081g/manifest.json,galica,55,55,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10526081g.thumbnail
BnF. Département des manuscrits. Smith-Lesouëf Japonais 178,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105259301/manifest.json,galica,36,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105259301.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 139 (1),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10515409m/manifest.json,galica,188,19,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10515409m.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 136 (1),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10515434m/manifest.json,galica,16,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10515434m.thumbnail
BnF. Département des Manuscrits. Japonais 5342,https://gallica.bnf.fr/iiif/ark:/12148/btv1b525009730/manifest.json,galica,121,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b525009730.thumbnail
BnF. Département des manuscrits. Japonais 295,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105110014/manifest.json,galica,212,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105110014.thumbnail
BnF. Département des manuscrits. Japonais 603 (1),https://gallica.bnf.fr/iiif/ark:/12148/btv1b10508369f/manifest.json,galica,44,37,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10508369f.thumbnail
BnF. Département des manuscrits. Japonais 218 (2),https://gallica.bnf.fr/iiif/ark:/12148/btv1b105257649/manifest.json,galica,16,2,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105257649.thumbnail
BnF. Département des Manuscrits. Japonais 211 B (1),https://gallica.bnf.fr/iiif/ark:/12148/btv1b105276491/manifest.json,galica,46,2,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105276491.thumbnail
BnF. Département des Manuscrits. Japonais 5328,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10533297m/manifest.json,galica,38,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10533297m.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 177 (2),https://gallica.bnf.fr/iiif/ark:/12148/btv1b83044399/manifest.json,galica,24,24,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b83044399.thumbnail
BnF. Département des Manuscrits. Japonais 333,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10509078m/manifest.json,galica,82,82,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10509078m.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 205,https://gallica.bnf.fr/iiif/ark:/12148/btv1b105259392/manifest.json,galica,20,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105259392.thumbnail
,https://gallica.bnf.fr/iiif/ark:/12148/btv1b6000283n/manifest.json,galica,521,18,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b6000283n.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 56,https://gallica.bnf.fr/iiif/ark:/12148/btv1b10525364s/manifest.json,galica,36,36,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b10525364s.thumbnail
BnF. Département des Manuscrits. Smith-Lesouëf Japonais 237 (1),https://gallica.bnf.fr/iiif/ark:/12148/btv1b105083898/manifest.json,galica,48,27,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b105083898.thumbnail
BnF. Département des manuscrits. Japonais 395,https://gallica.bnf.fr/iiif/ark:/12148/btv1b60003971/manifest.json,galica,885,0,Bibliothèque nationale de France,https://gallica.bnf.fr/ark:/12148/btv1b60003971.thumbnail
