label,manifestUrl,projectId,size,progress,attribution,thumbnail
上野国郷帳,https://honkoku.org/manifests/tempo/2550041.json,tempo,164,0,国立公文書館 National Archives of Japan,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/tempo%2F2550041-001.tif/full/200,/0/default.jpg
越中国郷帳,https://honkoku.org/manifests/tempo/2550057.json,tempo,179,0,国立公文書館 National Archives of Japan,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/tempo%2F2550057-001.tif/full/200,/0/default.jpg
周防国郷帳,https://honkoku.org/manifests/tempo/2550113.json,tempo,26,26,国立公文書館 National Archives of Japan,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/tempo%2F2550113-01.tif/full/200,/0/default.jpg
淡路国郷帳,https://honkoku.org/manifests/tempo/2550065.json,tempo,37,0,国立公文書館 National Archives of Japan,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/tempo%2F2550065-01.tif/full/200,/0/default.jpg
相模国郷帳,https://honkoku.org/manifests/tempo/2550092.json,tempo,93,24,国立公文書館 National Archives of Japan,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/tempo%2F2550092-01.tif/full/200,/0/default.jpg
出羽国郷帳　３,https://honkoku.org/manifests/tempo/2550015.json,tempo,20,20,国立公文書館 National Archives of Japan,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/tempo%2F2550015-01.tif/full/200,/0/default.jpg
美濃国郷帳,https://honkoku.org/manifests/tempo/2550093.json,tempo,216,0,国立公文書館 National Archives of Japan,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/tempo%2F2550093-001.tif/full/200,/0/default.jpg
武蔵国郷帳　上,https://honkoku.org/manifests/tempo/2549978.json,tempo,190,190,国立公文書館 National Archives of Japan,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/tempo%2F2549978-001.tif/full/200,/0/default.jpg
伊賀国郷帳,https://honkoku.org/manifests/tempo/2549977.json,tempo,29,29,国立公文書館 National Archives of Japan,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/tempo%2F2549977-01.tif/full/200,/0/default.jpg
遠江国郷帳,https://honkoku.org/manifests/tempo/2549979.json,tempo,148,148,国立公文書館 National Archives of Japan,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/tempo%2F2549979-001.tif/full/200,/0/default.jpg
山城国郷帳,https://honkoku.org/manifests/tempo/2550030.json,tempo,69,69,国立公文書館 National Archives of Japan,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/tempo%2F2550030-01.tif/full/200,/0/default.jpg
大和国郷帳,https://honkoku.org/manifests/tempo/2549976.json,tempo,181,181,国立公文書館 National Archives of Japan,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/tempo%2F2549976-001.tif/full/200,/0/default.jpg
筑前国郷帳,https://honkoku.org/manifests/tempo/2550007.json,tempo,125,0,国立公文書館 National Archives of Japan,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/tempo%2F2550007-001.tif/full/200,/0/default.jpg
佐渡国郷帳,https://honkoku.org/manifests/tempo/2550059.json,tempo,38,38,国立公文書館 National Archives of Japan,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/tempo%2F2550059-01.tif/full/200,/0/default.jpg
豊後国郷帳,https://honkoku.org/manifests/tempo/2550020.json,tempo,193,0,国立公文書館 National Archives of Japan,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/tempo%2F2550020-001.tif/full/200,/0/default.jpg
壱岐国郷帳,https://honkoku.org/manifests/tempo/2550008.json,tempo,11,11,国立公文書館 National Archives of Japan,https://os3-373-19774.vs.sakura.ne.jp/iiif/2/tempo%2F2550008-01.tif/full/200,/0/default.jpg
