label,projectId,size,progress,manifestUrl,attribution,thumbnail
洛中大火夢物語,discovery,3,3,https://www.dheq.org/repo/iiif/5515/manifest,,https://www.dheq.org/repo/files/medium/ccfe6b94f49f6f80a8671b931e8f47cd5f823b05.jpg
