label,projectId,size,progress,manifestUrl,attribution,thumbnail
貞享2年暦 (国会図書館所蔵の[古暦帖]. [1]より),koyomi,6,0,http://hosi.org:8080/z/honkoku/converted_manifest/1685_2546782_67_72.json,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2546782/F0000067/full/full/0/default.jpg
