label,manifestUrl,projectId,size,progress,attribution,thumbnail
(諸人必用)民家養生訓 2巻,https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00005351/manifest.json,iryotoyojo,62,0,,https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00005351/01/RB00005351_00001_0.ptif/full/400,/0/default.jpg
日養食かゝみ,https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00004635/manifest.json,iryotoyojo,92,0,,https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00004635/RB00004635_00001_0.ptif/full/400,/0/default.jpg
経済をしへ草,https://www.dl.ndl.go.jp/api/iiif/2536703/manifest.json,iryotoyojo,22,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2536703/T0000001/full/full/0/default.jpg
煙草記,https://www.dl.ndl.go.jp/api/iiif/2537079/manifest.json,iryotoyojo,25,1,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2537079/T0000001/full/full/0/default.jpg
(産科)母子草 3巻,https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00004768/manifest.json,iryotoyojo,96,95,,https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00004768/01/RB00004768_00001_0.ptif/full/400,/0/default.jpg
菜譜 3巻,https://www.dl.ndl.go.jp/api/iiif/2536603/manifest.json,iryotoyojo,94,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2536603/T0000001/full/full/0/default.jpg
食鑑詹言,https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00003351/manifest.json,iryotoyojo,55,0,,https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00003351/RB00003351_00001_0.ptif/full/400,/0/default.jpg
救急撮要,https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00001892/manifest.json,iryotoyojo,80,80,,https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00001892/RB00001892_00001_0.ptif/full/400,/0/default.jpg
根南志具佐,https://kotenseki.nijl.ac.jp/biblio/100297499/manifest,iryotoyojo,77,0,立教大学池袋図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100297499/v4/RKRP/RKRP-00185/RKRP-00185-0000.tif/full/400,/0/default.jpg
(養生教訓)医者談義 5巻,https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00001014/manifest.json,iryotoyojo,101,101,,https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00001014/01/RB00001014_00001_0.ptif/full/400,/0/default.jpg
根無草後編,https://kotenseki.nijl.ac.jp/biblio/200004191/manifest,iryotoyojo,83,0,国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/200004191/v4/image/110_0407/00000001/00000084.tif/full/400,/0/default.jpg
酒説養生論 7巻,https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00003007/manifest.json,iryotoyojo,230,1,,https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00003007/01/RB00003007_00001_0.ptif/full/400,/0/default.jpg
和歌食物本草 2巻,https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00005845/manifest.json,iryotoyojo,85,0,,https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00005845/01/RB00005845_00001_0.ptif/full/400,/0/default.jpg
(続)とりてくさ,https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00004520/manifest.json,iryotoyojo,25,3,,https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00004520/RB00004520_00001_0.ptif/full/400,/0/default.jpg
夜船閑話,https://kotenseki.nijl.ac.jp/biblio/100259540/manifest,iryotoyojo,39,1,北海道大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100259540/v4/HOKU/HOKU-00846/HOKU-00846-00000.tif/full/400,/0/default.jpg
救急摘方 2巻,https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00001901/manifest.json,iryotoyojo,106,8,,https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00001901/RB00001901_00001_0.ptif/full/400,/0/default.jpg
広益秘事大全 3巻. [4],https://www.dl.ndl.go.jp/api/iiif/2555511/manifest.json,iryotoyojo,36,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2555511/T0000001/full/full/0/default.jpg
温泉小説,https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00001456/manifest.json,iryotoyojo,23,2,,https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00001456/RB00001456_00001_0.ptif/full/400,/0/default.jpg
延壽撮要,https://www.dl.ndl.go.jp/api/iiif/2532204/manifest.json,iryotoyojo,47,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2532204/T0000001/full/full/0/default.jpg
五たいそう,https://www.dl.ndl.go.jp/api/iiif/8929920/manifest.json,iryotoyojo,16,16,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/8929920/T0000001/full/full/0/default.jpg
絵本不尽泉,https://kotenseki.nijl.ac.jp/biblio/200014034/manifest,iryotoyojo,27,23,国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/200014034/v4/NIIP/YA7-0081/YA7-0081-00001.tif/full/400,/0/default.jpg
五躰不具毒解薬 : 3巻,https://www.dl.ndl.go.jp/api/iiif/9892896/manifest.json,iryotoyojo,24,13,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/9892896/T0000001/full/full/0/default.jpg
虚南留別志,https://kotenseki.nijl.ac.jp/biblio/100241706/manifest,iryotoyojo,40,40,味の素食の文化センター 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100241706/v4/AJNM/AJNM-00006/AJNM-00006-00001.tif/full/400,/0/default.jpg
物覚秘伝,https://kotenseki.nijl.ac.jp/biblio/100345690/manifest,iryotoyojo,24,24,神戸大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100345690/v4/KOBE/KOBE-01183/KOBE-01183-00000.tif/full/400,/0/default.jpg
救民薬方,https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00001970/manifest.json,iryotoyojo,15,15,,https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00001970/RB00001970_00001_0.ptif/full/400,/0/default.jpg
江戸花俳優贔屓 : 3巻,https://www.dl.ndl.go.jp/api/iiif/9892652/manifest.json,iryotoyojo,20,18,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/9892652/T0000001/full/full/0/default.jpg
食事戒,https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00003315/manifest.json,iryotoyojo,33,32,,https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00003315/RB00003315_00001_0.ptif/full/400,/0/default.jpg
病家要論 三冊(上・中・下),https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00019887/manifest.json,iryotoyojo,128,128,,https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00019887/01/RB00019887_00001_0.ptif/full/400,/0/default.jpg
儒医東西評林,https://www.dl.ndl.go.jp/api/iiif/2536894/manifest.json,iryotoyojo,31,2,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2536894/T0000001/full/full/0/default.jpg
救荒孫の杖,https://kotenseki.nijl.ac.jp/biblio/100239397/manifest,iryotoyojo,37,0,北海道大学附属図書館 国文学研究資料館,https://kotenseki.nijl.ac.jp/api/iiif/100239397/v4/HOKU/HOKU-00171/HOKU-00171-00000.tif/full/400,/0/default.jpg
病家教訓草,https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00004866/manifest.json,iryotoyojo,60,60,,https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00004866/RB00004866_00001_0.ptif/full/400,/0/default.jpg
身心養生記,https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00003533/manifest.json,iryotoyojo,32,15,,https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00003533/RB00003533_00001_0.ptif/full/400,/0/default.jpg
瀑布効能記,https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00004741/manifest.json,iryotoyojo,16,0,,https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00004741/RB00004741_00001_0.ptif/full/400,/0/default.jpg
団十郎蓬芥伝,https://www.dl.ndl.go.jp/api/iiif/2534126/manifest.json,iryotoyojo,17,17,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2534126/T0000001/full/full/0/default.jpg
袖珍仙方,https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00002979/manifest.json,iryotoyojo,117,117,,https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00002979/RB00002979_00001_0.ptif/full/400,/0/default.jpg
広益秘事大全 3巻. [3],https://www.dl.ndl.go.jp/api/iiif/2555510/manifest.json,iryotoyojo,34,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/2555510/T0000001/full/full/0/default.jpg
談芭菰誉詞 : 3巻,https://www.dl.ndl.go.jp/api/iiif/9892583/manifest.json,iryotoyojo,20,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/9892583/T0000001/full/full/0/default.jpg
年寄之冷水曽我 : 3巻,https://www.dl.ndl.go.jp/api/iiif/9892770/manifest.json,iryotoyojo,18,0,国立国会図書館 National Diet Library, JAPAN,https://www.dl.ndl.go.jp/api/iiif/9892770/T0000001/full/full/0/default.jpg
