id	label	manifestUrl	projectId	size	progress	attribution	thumbnail
014BE033E4A14258596CC42CE5C30462	生徒病中入費及薬餌金等ノ件	https://uta.u-tokyo.ac.jp/uta/iiif/14367/manifest	epidemic	2	0	東京大学文書館 / The University of Tokyo Archives, JAPAN	https://uta.u-tokyo.ac.jp/uta/files/medium/d94da079888fb333f6ecd3f8eea55da55678bb65.jpg
031AA82826DCC4BD8A7AA546359866B1	時疫流行の節…	https://iiif.ll.chiba-u.jp/manifest/150/2534.json	epidemic	2	2	Chiba University	https://iiif.ll.chiba-u.jp/mmd/iiif/150/2534/3616.tiff/full/90,/0/default.jpg
0D345F3B48054F6A3D8C704ABC9A3F97	疫病流行ニ付於般若寺御祈祷事	https://crch.dl.saga-u.ac.jp/nikki/manifests/manifest-35793.json	epidemic	231	209	This property is owned by <a href="http://www.lib.saga-u.ac.jp/">Saga University Library</a> <br>and is used for regionological research by <a href="http://www.chiikigaku.saga-u.ac.jp/">The Center for Regional Culture and History, Saga University, Japan. </a>	https://crch.dl.saga-u.ac.jp/iiif/horeki8/0003.tif/full/400,/0/default.jpg
0FC8C71D48476D75F9B6FD1450DEAED0	暴瀉須知	https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00000734/manifest.json	epidemic	17	17		https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00000734/RB00000734_00001_0.ptif/full/400,/0/default.jpg
1424FC99B5CDCFB2D3145E214A372A39	山内大串村亡伊兵衛娘三才ニ相成候処去年流行病気ニて両親兄弟共相果候孤ニ付八木五俵被相副同村善右衛門と申百姓へ養娘被仰付候事	https://crch.dl.saga-u.ac.jp/nikki/manifests/manifest-32964.json	epidemic	205	205	This property is owned by <a href="http://www.lib.saga-u.ac.jp/">Saga University Library</a> <br>and is used for regionological research by <a href="http://www.chiikigaku.saga-u.ac.jp/">The Center for Regional Culture and History, Saga University, Japan. </a>	https://crch.dl.saga-u.ac.jp/iiif/kansei5/0307.tif/full/400,/0/default.jpg
193B92ED4EB14D162C0334A00BD05235	絵本黴瘡軍談 3巻	https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00001298/manifest.json	epidemic	143	120		https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00001298/01/RB00001298_00001_0.ptif/full/400,/0/default.jpg
1ED8138EA35CD58934C07EAE9F367AA1	病中須佐美	https://kotenseki.nijl.ac.jp/biblio/200017606/manifest	epidemic	5	5	国文学研究資料館	https://kotenseki.nijl.ac.jp/api/iiif/200017606/v4/NIKI/096-0446/096-0446-00006.tif/full/400,/0/default.jpg
1F85F7DF165C4C194D418E134AF72A9E	疱瘡心得草	https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00005089/manifest.json	epidemic	27	27		https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00005089/RB00005089_00001_0.ptif/full/400,/0/default.jpg
236B9A3CA6FBBA5799EF05DC1E927DBF	引痘喩俗草	https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00001247/manifest.json	epidemic	12	12		https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00001247/RB00001247_00001_0.ptif/full/400,/0/default.jpg
29459A65EA28474409B665B5D1D611FB	麻疹戯言	https://www.dl.ndl.go.jp/api/iiif/2539455/manifest.json	epidemic	24	24	国立国会図書館 National Diet Library, JAPAN	https://www.dl.ndl.go.jp/api/iiif/2539455/T0000001/full/full/0/default.jpg
2C088C7AB4E94E519A1FE323D3A3E135	〈為朝大明神〉	https://khirin-i.rekihaku.ac.jp/manifests/nishikie/H-22-1-11-7.json	epidemic	1	0	国立歴史民俗博物館 National Museum of Japanese History	https://khirin-i.rekihaku.ac.jp/iiif/ext/nishikie/464F4467.tif/full/400,/0/default.jpg
2FA3EFD57A89052CBA759CD3C7A9430C	伝染病ニ於ケル免疫ニ関スル研究	https://www.dl.ndl.go.jp/api/iiif/1051762/manifest.json	epidemic	140	140	国立国会図書館 National Diet Library, JAPAN	https://www.dl.ndl.go.jp/api/iiif/1051762/F0000001/full/full/0/default.jpg
39C9F7B9E429A0E465852DB8CE0AA3BE	トラホーム病豫防ニ關シ岩手縣ヨリ醫科大學ヘ醫師派遣ノ件	https://uta.u-tokyo.ac.jp/uta/iiif/21957/manifest	epidemic	6	0	東京大学文書館 / The University of Tokyo Archives, JAPAN	https://uta.u-tokyo.ac.jp/uta/iiif-img/115365/full/200,151/0/default.jpg
3ABF21A01B01CA269C50109564754CB1	泰西疫論 前編(神経疫部上・下)	https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00003964/manifest.json	epidemic	81	63		https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00003964/01/RB00003964_00001_0.ptif/full/400,/0/default.jpg
3FDAE203775496949CB6F536B4A639C0	麻疹要論	https://www.dl.ndl.go.jp/api/iiif/2539384/manifest.json	epidemic	27	27	国立国会図書館 National Diet Library, JAPAN	https://www.dl.ndl.go.jp/api/iiif/2539384/T0000001/full/full/0/default.jpg
40A5286A519E05CD96BD08BB34E4FCEA	温疫論札記	https://catalog.lib.kyushu-u.ac.jp/image/manifest/820/1564279.json	epidemic	62	62	Kyushu University Library Collections	https://catalog.lib.kyushu-u.ac.jp/image/iiif/820/1564279/487673.tiff/full/90,/0/default.jpg
46863D45B3F1C0D23DFB30C292C89311	〈麻疹養生〉	https://khirin-i.rekihaku.ac.jp/manifests/nishikie/H-22-1-22-47.json	epidemic	1	1	国立歴史民俗博物館 National Museum of Japanese History	https://khirin-i.rekihaku.ac.jp/iiif/ext/nishikie/494Z5615.tif/full/400,/0/default.jpg
5F29AFBCFFF53401C9A56C6815AEF080	江り山村ニ先頃ゟ流行疫病有之ニ付為轉山伏三人え同村ニて祓相勤候様被　仰付事	https://crch.dl.saga-u.ac.jp/nikki/manifests/manifest-28283.json	epidemic	126	126	This property is owned by <a href="http://www.lib.saga-u.ac.jp/">Saga University Library</a> <br>and is used for regionological research by <a href="http://www.chiikigaku.saga-u.ac.jp/">The Center for Regional Culture and History, Saga University, Japan. </a>	https://crch.dl.saga-u.ac.jp/iiif/anei8/0490.tif/full/400,/0/default.jpg
60A41A4A7B88A698CCD30F5A405C10B2	袖珍防疫必携	https://www.dl.ndl.go.jp/api/iiif/905574/manifest.json	epidemic	57	57	国立国会図書館 National Diet Library, JAPAN	https://www.dl.ndl.go.jp/api/iiif/905574/F0000001/full/full/0/default.jpg
68366A167A1C60497329D9F89E572988	七言律詩　三首	https://catalog.lib.kyushu-u.ac.jp/image/manifest/820/421586.json	epidemic	1	0	Kyushu University Library Collections	https://catalog.lib.kyushu-u.ac.jp/image/iiif/820/421586/404279.tiff/full/90,/0/default.jpg
696B4E8A798C737486D75D86C673B509	病学通論	https://iiif.ll.chiba-u.jp/manifest/150/2445.json	epidemic	36	36	Chiba University	https://iiif.ll.chiba-u.jp/mmd/iiif/150/2445/9046.tiff/full/90,/0/default.jpg
6F5C4A6603A94045B6575F8905CCB7EC	散花養生訓	https://www.dl.ndl.go.jp/api/iiif/2539527/manifest.json	epidemic	14	12	国立国会図書館 National Diet Library, JAPAN	https://www.dl.ndl.go.jp/api/iiif/2539527/T0000001/full/full/0/default.jpg
7084CAEBE53A1AAEB1F3A42F7BEF1A1C	疫病法	https://kotenseki.nijl.ac.jp/biblio/200007619/manifest	epidemic	6	5	国文学研究資料館	https://kotenseki.nijl.ac.jp/api/iiif/200007619/v4/0110/0110-190604/0110-190604-0015.tif/full/400,/0/default.jpg
77016888AE0B07A5C381EA0C4080B930	厄病除鬼面蟹写真	https://kotenseki.nijl.ac.jp/biblio/200014992/manifest	epidemic	1	1	国文学研究資料館	https://kotenseki.nijl.ac.jp/api/iiif/200014992/v4/NIIP/YU3-0156/YU3-0156-00001.tif/full/400,/0/default.jpg
811AA6E2E2ED02B333FB1ABFBC485FD0	瘡毒根切請合十日療治 : 長崎流	https://honkoku.org/manifests/sodoku.json	epidemic	1	1	Stanford University East Asia Library	https://os3-373-19774.vs.sakura.ne.jp/iiif/2/sodoku.tif/full/400,/0/default.jpg
82D1E3C0263072E86997C55D7B544DF6	瘡家示訓	https://www.dl.ndl.go.jp/api/iiif/2539459/manifest.json	epidemic	28	28	国立国会図書館 National Diet Library, JAPAN	https://www.dl.ndl.go.jp/api/iiif/2539459/T0000001/full/full/0/default.jpg
867DEEC8DACB5D27D28C45AAADB0A518	虎列剌予防の諭解 1巻	https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00002602/manifest.json	epidemic	37	37		https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00002602/RB00002602_00001_0.ptif/full/400,/0/default.jpg
88D9A25EDAC1F08B2DF42DB73CA3D765	駆疫法 : コレラヲヨケ並ニナホスシカタ	https://www.dl.ndl.go.jp/api/iiif/835121/manifest.json	epidemic	20	20	国立国会図書館 National Diet Library, JAPAN	https://www.dl.ndl.go.jp/api/iiif/835121/F0000001/full/full/0/default.jpg
8CD3486795A9E16E968C01239E1860E8	[安政五年流行病治方]	http://dcollections.lib.keio.ac.jp/sites/default/files/iiif/FJK/F-a-18/manifest.json	epidemic	7	6	慶應義塾大学メディアセンター
Keio University Libraries	https://iiif.lib.keio.ac.jp/iipsrv/FJK/F-a-18/tif/001.tif/full/400,/0/default.jpg
8D82B97A0EAFDCF845C02D68A85BA5FD	木戸文部卿病中出仕ノ件	https://uta.u-tokyo.ac.jp/uta/iiif/14608/manifest	epidemic	3	0	東京大学文書館 / The University of Tokyo Archives, JAPAN	https://uta.u-tokyo.ac.jp/uta/files/medium/74692fa1d2aeb7d1cb30ac469e93dba01c892dcd.jpg
989CFFB0947E7A8C45EBC230731831B9	疫病除之薬	http://dcollections.lib.keio.ac.jp/sites/default/files/iiif/FJK/F-e-7/manifest.json	epidemic	68	68	慶應義塾大学メディアセンター
Keio University Libraries	https://iiif.lib.keio.ac.jp/iipsrv/FJK/F-e-7/tif/001.tif/full/400,/0/default.jpg
9AFC789181C67D63467C6F07A96FD329	疫病流行ニ付山伏両人祓被仰付御酒拝領之事	https://crch.dl.saga-u.ac.jp/nikki/manifests/manifest-50397.json	epidemic	314	314	This property is owned by <a href="http://www.lib.saga-u.ac.jp/">Saga University Library</a> <br>and is used for regionological research by <a href="http://www.chiikigaku.saga-u.ac.jp/">The Center for Regional Culture and History, Saga University, Japan. </a>	https://crch.dl.saga-u.ac.jp/iiif/meiwa6/0003.tif/full/400,/0/default.jpg
A2600D40A1CFED14254FEC6D00C7814A	告病傷寒温疫家説	https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00002486/manifest.json	epidemic	16	16		https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00002486/RB00002486_00001_0.ptif/full/400,/0/default.jpg
A5B8B0673AF89493D773ACEFCC6533BD	近比疫病流行ニ付為転除山伏え祓被仰候事	https://crch.dl.saga-u.ac.jp/nikki/manifests/manifest-33396.json	epidemic	300	300	This property is owned by <a href="http://www.lib.saga-u.ac.jp/">Saga University Library</a> <br>and is used for regionological research by <a href="http://www.chiikigaku.saga-u.ac.jp/">The Center for Regional Culture and History, Saga University, Japan. </a>	https://crch.dl.saga-u.ac.jp/iiif/kansei6/0003.tif/full/400,/0/default.jpg
AB225E2FCB989B1D9F1651A9DA766C15	麻疹養生鑑	https://www.dl.ndl.go.jp/api/iiif/2539457/manifest.json	epidemic	11	11	国立国会図書館 National Diet Library, JAPAN	https://www.dl.ndl.go.jp/api/iiif/2539457/T0000001/full/full/0/default.jpg
B030B2EA5F6E0A300B8B602B0F827D89	痧病類記 2巻	https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00002933/manifest.json	epidemic	105	17		https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00002933/01/RB00002933_00001_0.ptif/full/400,/0/default.jpg
B2E0C31FB5E62F6297BFA7CEEDE3AD67	麻疹全快御目得口上	https://khirin-i.rekihaku.ac.jp/manifests/nishikie/H-22-1-10-14.json	epidemic	1	1	国立歴史民俗博物館 National Museum of Japanese History	https://khirin-i.rekihaku.ac.jp/iiif/ext/nishikie/464F4437.tif/full/400,/0/default.jpg
B8142DF5DA08B52AE0145200086A3EB1	虎列刺病流行之際……	https://iiif.ll.chiba-u.jp/manifest/150/2506.json	epidemic	1	1	Chiba University	https://iiif.ll.chiba-u.jp/mmd/iiif/150/2506/3587.tiff/full/90,/0/default.jpg
B9D0D6EBF43511C24979C35616E5A158	泡盛効 ; 萬病水療治以呂波歌. 全	http://dcollections.lib.keio.ac.jp/sites/default/files/iiif/FJK/F-a-13/manifest.json	epidemic	22	21	慶應義塾大学メディアセンター
Keio University Libraries	https://iiif.lib.keio.ac.jp/iipsrv/FJK/F-a-13/tif/001.tif/full/400,/0/default.jpg
BA4F35E2891E6A45D209DF49C53FFB25	国字断毒論 1巻附1巻	https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00002481/manifest.json	epidemic	61	61		https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00002481/RB00002481_00001_0.ptif/full/400,/0/default.jpg
BBD5C631B4ABAE7B975B00201EA02F74	麻疹御伽双紙	https://rmda.kulib.kyoto-u.ac.jp/iiif/metadata_manifest/RB00005212/manifest.json	epidemic	25	25		https://rmda.kulib.kyoto-u.ac.jp/iiif/RB00005212/RB00005212_00001_0.ptif/full/400,/0/default.jpg
