label,manifestUrl,projectId,size,progress,attribution,thumbnail
焼死大法会図,https://www.dheq.org/repo/iiif/5701/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/5fe226000309acfa3c405041f330876a6099bde8.jpg
大地震記事,https://www.dheq.org/repo/iiif/5705/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/37873fcd633c9364165c27fad91d8cdd3fb44ed1.jpg
嘉永七年十一月大阪大地震大津波,https://www.dheq.org/repo/iiif/5504/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/f5e6fa7b0dd144f3178da1b1d51170761ac46c9d.jpg
諸国珍事末代記録鑑,https://www.dheq.org/repo/iiif/5498/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/51069e8b7f2abba7a4f41d204036541ed27e3600.jpg
大阪大火之図,https://www.dheq.org/repo/iiif/5525/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/810f56fbd96ccb27e407ff3efe77450b4fa449ec.jpg
大阪今昔四度の大火,https://www.dheq.org/repo/iiif/5528/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/cf6f109f2678cac76371ecfa807a7096144d98fe.jpg
疫癘速かに治する妙薬法,https://www.dheq.org/repo/iiif/5795/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/427cd3763dc8ea15987c27895d22f5872c0b38b0.jpg
京洛中大焼節届の次第,https://www.dheq.org/repo/iiif/5488/manifest,hirose,2,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/28032aca6d2e42156a8741a863d2825ff721fc12.jpg
安政二卯年十月二日夜地震大花場所一覧図,https://www.dheq.org/repo/iiif/5710/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/6c42e836fb4280a20e3d20a80a3ee7df5ce938b2.jpg
慶応四戊辰年大洪水細見図,https://www.dheq.org/repo/iiif/5518/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/342f1166358e6adb173f1f60da8b836cdce3a2a9.jpg
京都大火本しらべ,https://www.dheq.org/repo/iiif/5513/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/28c7b21a4b96d592e2a72f64fa11e580607d4d68.jpg
鯰を蹴散らす伊勢神宮神馬,https://www.dheq.org/repo/iiif/5732/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/db52cedf52eea6e63b08c085900e5ab88f2b3cc5.jpg
鯰に金銀を吐かされる持丸,https://www.dheq.org/repo/iiif/5728/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/b07238d067b87df6244b2d5897038826ba7789a6.jpg
嘉永七年寅十一月大阪大地震大津浪,https://www.dheq.org/repo/iiif/5503/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/4f354228325ec81a7a1eabc36ffa60287010ed75.jpg
安政二卯十月二日地震焼場所附,https://www.dheq.org/repo/iiif/5711/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/fa7326399a1b104cce41efd5b546e2a75d232359.jpg
弘化丁未信濃国大地震之図,https://www.dheq.org/repo/iiif/5744/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/cb8a3b1bb82abbe8fb10cb330202d825c5abce9e.jpg
濃尾大地震後図,https://www.dheq.org/repo/iiif/5756/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/ac67d78f0364d7be8485e1ec7d2f9a9b29dfefb5.jpg
本しらべ京都大火の説後編,https://www.dheq.org/repo/iiif/5512/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/44f41af3b94188ed164589ae117a82a70910c38f.jpg
安政二年大地震の絵,https://www.dheq.org/repo/iiif/5706/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/1d8a2f6715db2301631743769f9fb739ec5c3c47.jpg
関東大地震並出火,https://www.dheq.org/repo/iiif/5707/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/57fa8873b6cacde2d257410c6f348946df5292c0.jpg
かわりけん,https://www.dheq.org/repo/iiif/5748/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/5ba5522ea4532fb47ddb5657e98a4074c2d3e42e.jpg
江戸鯰と信州鯰,https://www.dheq.org/repo/iiif/5745/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/3b06d2afed791731fc4021d1735773d3826e72d5.jpg
慶応二年京坂地方大風雨之図,https://www.dheq.org/repo/iiif/5517/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/40dae61af5dcd8a0f80e63028d02687760affd59.jpg
本しらべ城州伏見大火の図,https://www.dheq.org/repo/iiif/5520/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/bfe355b852bcb7f7497c23203bec812855586deb.jpg
前山破裂当時の図,https://www.dheq.org/repo/iiif/5741/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/1e73481634a2f7fa041243d7e5cd75d49b027b94.jpg
三陸海嘯絵報,https://www.dheq.org/repo/iiif/5762/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/1a8eb597ded492c55fc0006ed6f76329730d0b05.jpg
京大坂伏見大地震,https://www.dheq.org/repo/iiif/5516/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/42b68d637c2c1d51caa826500104cfbb571856f6.jpg
弘化丁未春三月廿四日信州大地震山頹川塞湛水之図,https://www.dheq.org/repo/iiif/5742/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/20580b3a143d8f9e3f30aa55898949f574aa5eb1.jpg
大坂・堺・伏見火災絵図,https://www.dheq.org/repo/iiif/5519/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/0cbaf4c267fe388e8cf6302704c9e9c6ed1a451c.jpg
関東類焼大地震,https://www.dheq.org/repo/iiif/5708/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/680bddb5842c15f67567ddfa3cd3baa9652ab379.jpg
大阪南船場大火,https://www.dheq.org/repo/iiif/5493/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/632b1cf584da72b2a2f1d0ef53bc47bc9668b548.jpg
伊勢伊賀志摩近江尾張美濃大地震の図,https://www.dheq.org/repo/iiif/5753/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/73377f1e0323ed5ac66114a9b6760f424645ab21.jpg
じしん百万遍,https://www.dheq.org/repo/iiif/5724/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/0bb781a82294843ae0e18546498de5d135c2507d.jpg
平安大火末代噺,https://www.dheq.org/repo/iiif/5514/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/64c7aa817b91e4814451589bbb0662144235c4c3.jpg
京都近世大火略図,https://www.dheq.org/repo/iiif/5508/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/a8d5d116db4650794f5631acc9a9957ea909eda4.jpg
嘉永三年江戸落雷の図,https://www.dheq.org/repo/iiif/5693/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/15f2919d03aa966e2f0029932954fa43753deee9.jpg
四ツ目ヨリ天神川通リ堤上ニテ江戸ノ方ヲ見ル図,https://www.dheq.org/repo/iiif/5712/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/627177d01bc87a4e949c95f8a384a85ee9744b4f.jpg
岐阜県愛知県大地震実況,https://www.dheq.org/repo/iiif/5758/manifest,hirose,2,2,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/b1a42510614ffa03bc3d94f96ef33e962ae3dba4.jpg
家苦ばらい／ほうぼうへ逃状の事,https://www.dheq.org/repo/iiif/5696/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/d2183540e72d4d17be99354364d8426dc9bca524.jpg
痲疹養生法,https://www.dheq.org/repo/iiif/5802/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/01ac69890ec611f9cd922dcf7ecc6bd436a65821.jpg
浮世辻うらなひ,https://www.dheq.org/repo/iiif/5717/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/1de0dbf05a06c14ab35e0c447ae3111a858ed67d.jpg
北越震動誌,https://www.dheq.org/repo/iiif/5752/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/29e4c7dbe4cbbb171a3f151759aa36c78428ad9a.jpg
江戸地震施餓鬼の図,https://www.dheq.org/repo/iiif/5702/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/114ad6cfd409a0ed22db5f774849a11516857d44.jpg
大嵐水入場所明細書之写,https://www.dheq.org/repo/iiif/5736/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/5b801b5225afab73bcaf50cf55b410a619d13315.jpg
厄除わらふ門　初編・二編,https://www.dheq.org/repo/iiif/5796/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/1d8d5a32f09575d541d1a912134f6abac05be124.jpg
大坂大火場所附,https://www.dheq.org/repo/iiif/5526/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/7ab1f1dac0b85c554b44aa3404cf6eee140cf4d7.jpg
大日本数量附暴病御救人別之写,https://www.dheq.org/repo/iiif/5794/manifest,hirose,2,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/6fe767f1c006b3fa353e3f56ab137549410df89a.jpg
忘れまい沼津見立,https://www.dheq.org/repo/iiif/5754/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/cffc0bd7e43010280a6f80002043bdc263db34b9.jpg
早飛脚廻りにてくわしき所本しらべ大地震,https://www.dheq.org/repo/iiif/5500/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/74867a48af4c6ed079921ca1f07d6e6def4c14f5.jpg
呉服橋外桶町河岸つむじ風之図,https://www.dheq.org/repo/iiif/5737/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/bc6fe6f069a7f30cd0c32f8a33039a7f859b4337.jpg
守礼　大矢山日行寺,https://www.dheq.org/repo/iiif/5700/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/72c9ff4f1e907081b22f035eeaf04bf411bdb625.jpg
越後の国大地震,https://www.dheq.org/repo/iiif/5750/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/6afbf94b40082a1131158da5aa7b3833c0ccdfd5.jpg
〔落雷骨接泥鏝療治〕,https://www.dheq.org/repo/iiif/5694/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/b85ffe7b431fd27332318c022bfb6292cd7a4270.jpg
新板東海道地震双六,https://www.dheq.org/repo/iiif/5734/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/bc819a6e9b49d6038eb538dd66c09178854fadec.jpg
はしか毒いみ心得艸,https://www.dheq.org/repo/iiif/5793/manifest,hirose,3,3,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/9440c6ca20bf0d258556140e6f3b0904af44ba03.jpg
大合戦図,https://www.dheq.org/repo/iiif/5718/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/323618c550671c267fcd285b26b5e7e0142523e6.jpg
岐阜県下大地震災之統計略表,https://www.dheq.org/repo/iiif/5755/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/e892d74204d2b264ffb7b3f5ce8c018cd18863a7.jpg
京都大火大功記十段目抜文句,https://www.dheq.org/repo/iiif/5511/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/4556782821c9a3128ce335caaaab8dac4aff7278.jpg
大坂下りなまずのかるわざ,https://www.dheq.org/repo/iiif/5716/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/db051437206c8e8222ecafa7d9aadbd0b9f9e66b.jpg
るいせう道しるベ　上・中・下,https://www.dheq.org/repo/iiif/5699/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/a34af22273c3aa86a93c582b127ccbe61f880751.jpg
流行痲疹やくばらい,https://www.dheq.org/repo/iiif/5800/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/19ea2bb29509e6e9a50021288e0beb1b90812610.jpg
地震百万遍,https://www.dheq.org/repo/iiif/5720/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/808e6e2e15e5d0edb81bc6168fac2af265990ad4.jpg
嘉永七年大和外二か国大地震,https://www.dheq.org/repo/iiif/5497/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/b1d5d01e6191e70b9d090ed629e7a56363cc2374.jpg
鯰と職人たち／鯰大尽の遊び,https://www.dheq.org/repo/iiif/5726/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/3ed7bf9c2a50e16b29254993a75385c948793352.jpg
弘化四年信州地方大地震,https://www.dheq.org/repo/iiif/5746/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/e6fb0fee406b504175a34f820c822310366ffe1f.jpg
京都所々図絵,https://www.dheq.org/repo/iiif/5495/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/b418a20fa58eac2ae84949cfebdba586ecb5c548.jpg
流行暴瀉病療治方,https://www.dheq.org/repo/iiif/5797/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/cb3724c6ad7ebb283a9ba9ddcc1299ba27a7ccdb.jpg
安芸国大水図,https://www.dheq.org/repo/iiif/5751/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/8c18f13084cb11cccd8e1c7d8cbdc2e6b10e041e.jpg
しんぱんない物づくし,https://www.dheq.org/repo/iiif/5801/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/dfc588303576b5601616fe02a235419ed390dd70.jpg
地震よけのお守り札,https://www.dheq.org/repo/iiif/5727/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/2875a9d8721de6237c6e95bf58f10e1a287a17b3.jpg
肥前国島原之図,https://www.dheq.org/repo/iiif/5740/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/ee2f0f51ccd10c42c31be0cd2edd97b17ff7b0d3.jpg
打身骨抜即席御りやう治,https://www.dheq.org/repo/iiif/5733/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/aa60f9694469f8c1bbdd134c2834c66047861a96.jpg
鯰を押える鹿島大明神,https://www.dheq.org/repo/iiif/5731/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/ee0c2a8086e8b698888799884c085c44b4c75cbe.jpg
京都大火記事,https://www.dheq.org/repo/iiif/5510/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/cafb0fd81b39ab0c302e56ee618a90415ea71039.jpg
地震吉凶之弁,https://www.dheq.org/repo/iiif/5719/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/794fcb0b067b335ad271335a3f424e01da3ea9f6.jpg
大阪・伏見出火の図,https://www.dheq.org/repo/iiif/5521/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/83404820980f3cee226443cce768cf80c2e6cc3a.jpg
なまづの力ばなし／なまづの夫婦やきもちばなし,https://www.dheq.org/repo/iiif/5723/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/db509a142aac232ab28913b9f2871bf7073853c6.jpg
即席鯰はなし,https://www.dheq.org/repo/iiif/5725/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/d1b496a50fa2cd47d1fd0f8b85e97cb5b63e7105.jpg
京都大阪近世大火略図,https://www.dheq.org/repo/iiif/5509/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/963674342af97144823dae38dfa5e2268093d4c9.jpg
尾濃大地震,https://www.dheq.org/repo/iiif/5759/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/756b342e253cc8a1e6ab78e5d5b6f3473010d609.jpg
濃尾大地震図,https://www.dheq.org/repo/iiif/5757/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/ca0b3a3c6ab0e3a8d5a8c07157d2d5e4b96bb5d1.jpg
本しらべ大阪大地震の次第初編,https://www.dheq.org/repo/iiif/5502/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/fd7cd10fd2c12d4c4ce28bb0093f55a39092ae4f.jpg
大坂南堀江出火記事,https://www.dheq.org/repo/iiif/5522/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/1daefa6d255bf06480ca4cc511b19a6f0ed2b779.jpg
安政二年十月二日大地震附類焼場所,https://www.dheq.org/repo/iiif/5703/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/66b84de5702273c59c86934e9b442b455d9b69ef.jpg
流行暴瀉病療治の御觸書の写,https://www.dheq.org/repo/iiif/5798/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/04a12ab1449c065b81e06bde43ea7325230099fc.jpg
天明八年戊申年正月晦日京都大火ニ付諸事聞書,https://www.dheq.org/repo/iiif/5490/manifest,hirose,3,3,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/03128179d522900fb9ea999686f78c1c7dbca4ef.jpg
鯰筆を震,https://www.dheq.org/repo/iiif/5721/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/d5103cfce139b62e4da26307ff82ec7600e89a29.jpg
明治丙申三陸大海嘯之実況,https://www.dheq.org/repo/iiif/5763/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/dc6076e9f68ebfc1d0e52a3705766b2e01d68882.jpg
米高直ニ付大阪市中にほどこし名前録後編,https://www.dheq.org/repo/iiif/5524/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/282f6b49e3d16ac9e02bf65a3cd7d78617fe55e6.jpg
神馬と鯰,https://www.dheq.org/repo/iiif/5730/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/adaa14aa2bf111e777c866fe062d04a231e5570a.jpg
安政二乙卯年大震大火の図,https://www.dheq.org/repo/iiif/5714/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/c93c319bd7e28317da34af8f6a401858298c718a.jpg
十箇国大地震の図,https://www.dheq.org/repo/iiif/5749/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/4527889640bcd8c5bc5475a238dc0f09f7a9951e.jpg
当時流行病療養妙伝,https://www.dheq.org/repo/iiif/5799/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/057947856cdf0df0f3ca744679e089594d910f67.jpg
地しんの辯,https://www.dheq.org/repo/iiif/5713/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/198bdb8ea06196741ff5f506bca8c3338aa92cd0.jpg
新版京絵図,https://www.dheq.org/repo/iiif/5487/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/ab88f8c5b1769a9c905bb54e9d2b0cb4109897d6.jpg
江戸十里四方大風出水焼失場所附,https://www.dheq.org/repo/iiif/5735/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/333e6be87bd491869b40d349db78dd5f032b8bca.jpg
泪如来の損像,https://www.dheq.org/repo/iiif/5715/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/5c922fcb51fb474760e29f158264be313387a245.jpg
嘉永七年寅十一月諸国大地震大津波并出火,https://www.dheq.org/repo/iiif/5505/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/8068ae2ddf8490388b27fd76b4960c31a88523d7.jpg
ゑんまの子のわけ,https://www.dheq.org/repo/iiif/5722/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/cdfe62c41afa6f66ab5a4de0515d0a1022122e53.jpg
本志らべ大阪大地震大破略記,https://www.dheq.org/repo/iiif/5501/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/b67bf6e1a8d686c68e7b7a9986bb04891bc03cb1.jpg
天明八年京都大火図,https://www.dheq.org/repo/iiif/5489/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/5f93a541d1cec9034cd6c7a30e019776e887c655.jpg
弘化四年丹後地方上り山一件,https://www.dheq.org/repo/iiif/5492/manifest,hirose,1,1,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/8aa1870c0acd6d7014cff84faf5c13f97c1c1190.jpg
大坂大火騒動絵図,https://www.dheq.org/repo/iiif/5523/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/f6980d14ad78ec447ce55242067211c6f1bc0104.jpg
弘化丁未夏四月十三日信州犀川崩激六郡漂蕩之図,https://www.dheq.org/repo/iiif/5743/manifest,hirose,2,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/7b0c5ad02714edc2a584fe43a74594bbfbd094d7.jpg
嘉永年間より米相場直段并年代記書抜大新版,https://www.dheq.org/repo/iiif/5530/manifest,hirose,1,0,あいおいニッセイ同和損保株式会社,https://www.dheq.org/repo/files/medium/6489b66b9493d1c0bb6cdd40784c4428a2f69cb2.jpg
